#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	11.144	0.000430749	254486	-254361	2131.69	2106.89
-144	10.6893	0.000439068	254445	-254225	2253.85	2316
-138	10.2341	0.00045189	254372	-254213	2219.27	2349.14
-132	9.77836	0.000516766	255342	-254686	1880.7	2023.43
-126	9.3223	0.000422195	254842	-254507	2128.48	2055.18
-120	8.86556	0.000478463	255336	-254709	2388.36	2266.48
-114	8.40815	0.000549408	255384	-254695	2530.2	2554.02
-108	7.94989	0.000566766	255563	-254642	2227.09	2178.53
-102	7.49067	0.000556189	255927	-254766	2352.3	2172.91
-96	7.03041	0.000587352	256343	-254822	2199.71	2020.84
-90	6.56878	0.000646362	256810	-254576	2285.78	2230.4
-84	6.10543	0.000719348	258006	-255052	2281.79	2372.37
-78	5.64001	0.000688396	258971	-254985	2107.6	2204.61
-72	5.17199	0.00084475	259983	-255276	2285.55	2186.61
-66	4.70073	0.000855828	262532	-255636	2067.7	1919.4
-60	4.22527	0.000892313	265854	-255893	2182.17	2165.67
-54	3.74484	0.00114357	270735	-256342	2577.99	2326
-48	3.25787	0.00119687	278761	-256796	2197.48	2037.31
-42	2.76335	0.0013469	292267	-257802	2464.26	2077.85
-36	2.26404	0.00137404	312580	-258682	2633.01	1960.82
-30	1.76783	0.00173113	342917	-261300	2936.65	2287.34
-24	1.28991	0.00145052	375253	-264045	2912.15	2244.07
-18	0.842061	0.000984928	400449	-268764	3023.79	2204.34
-12	0.450541	0.000681424	416805	-276932	2824.21	2138.98
-6	0.168466	0.000363137	421455	-284872	3384.82	2330.31
0	0.00218693	0.000187512	410971	-289078	3043.45	2424.7
6	-0.167923	0.000330439	355109	-285867	2964.45	2498.42
12	-0.465181	0.000594727	305198	-278063	2602.63	2498.68
18	-0.883551	0.00074288	286651	-270086	2635.45	2748.57
24	-1.36131	0.00082862	275485	-264368	2254.05	2291.48
30	-1.85516	0.000765938	268537	-261146	2562.62	2207.94
36	-2.34817	0.000777168	264089	-258933	2476.68	2516.03
42	-2.83511	0.000707133	261362	-257735	2270.45	2188.9
48	-3.3161	0.000631201	259441	-256800	2031.88	1975.63
54	-3.7921	0.000563654	258250	-256432	2373.88	2237.19
60	-4.264	0.000607869	257186	-255663	2232.73	2091.8
66	-4.73251	0.000566563	256530	-255550	2343.59	2397.78
72	-5.19854	0.00052879	256372	-255223	2447.57	2459.59
78	-5.66247	0.000534803	255979	-255355	2255.18	2294.84
84	-6.12466	0.000500862	255378	-254700	2136.52	2121.81
90	-6.58552	0.000465292	255314	-254792	2071.29	2138.48
96	-7.04501	0.000508771	255349	-255035	2490.13	2321.39
102	-7.50363	0.000434928	255067	-254679	2288.34	2287.46
108	-7.96139	0.000458478	254780	-254801	2366.02	2308.69
114	-8.4184	0.000429126	254617	-254370	2163.09	2110.14
120	-8.87489	0.00042055	254447	-254462	2242.6	2247.3
126	-9.33069	0.000433424	254428	-254637	2211.25	2108.56
132	-9.78612	0.000381447	254163	-254099	2108.85	2077.89
138	-10.2411	0.000427256	253991	-254016	2280.98	2289.25
144	-10.6956	0.000385232	254075	-254170	2219.35	2118.04
150	-11.1499	0.000340677	254437	-254483	2225.18	2051.77

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 363338.243174
