#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	0.000448187	2.15062e-05	68740.7	-46940.2	1111.86	733.948
0.05	0.000435936	2.36381e-05	68778.8	-47022.8	1102.37	797.47
0.1	0.000420167	2.43863e-05	68731.6	-47010.2	1013.17	725.598
0.15	0.000409807	2.15766e-05	68907.7	-47124.2	1092.94	791.111
0.2	0.000395995	2.2071e-05	68843.1	-47103.5	1079.89	799.673
0.25	0.000380241	2.40588e-05	68769.7	-47141.9	1193.33	858.765
0.3	0.000366949	2.24291e-05	68738.5	-47104.7	1200.03	879.035
0.35	0.000355524	2.20675e-05	68730.3	-47127.3	1083.48	773.414
0.4	0.000339828	2.23953e-05	68631.6	-47094.4	1166.53	830.968
0.45	0.000325213	2.34255e-05	68622.1	-47094.8	1081.2	802.147
0.5	0.000317142	2.32805e-05	68732.8	-47157.7	1167.47	822.354

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 71365.937633
