#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	0.00224264	0.000167498	399813	-278395	2874.56	2236.38
0.05	0.00118056	0.000182146	399228	-278254	3088.33	2478.29
0.1	0.000134583	0.000175043	399530	-278537	3083.9	2403.63
0.15	-0.000907224	0.000180222	399157	-278438	3031.7	2405.81
0.2	-0.00193373	0.000192902	398851	-278321	3003.9	2280.9
0.25	-0.00297693	0.000169802	399003	-278653	2966.04	2376.9
0.3	-0.00400737	0.000194902	398401	-278575	3663.97	2696.81
0.35	-0.00508689	0.000193386	398134	-278065	3150.1	2492.49
0.4	-0.00613734	0.000177777	398451	-278461	2859.95	2179.65
0.45	-0.00717906	0.000187579	397613	-278061	3228.66	2404.83
0.5	-0.00826848	0.000176833	397605	-278495	2899.06	2359.25

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 81718.935272
