#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	0.0020741	0.000154932	371665	-259574	2613.72	2086.6
0.05	0.00123532	0.000142134	371295	-259416	2988.66	2464
0.1	0.000418335	0.000148821	371392	-259685	2577.45	2072.07
0.15	-0.000426553	0.000160214	370811	-259230	2901.25	2189.35
0.2	-0.00126683	0.000149615	370545	-259077	2782.04	2227.42
0.25	-0.00210178	0.000159514	370264	-258961	2803.95	2172.83
0.3	-0.00294795	0.000169796	370556	-259380	2733.9	1975.79
0.35	-0.00380813	0.000149338	369964	-259061	2783	2124.43
0.4	-0.00463084	0.000151506	369993	-259157	2803.48	2126.23
0.45	-0.00546135	0.000148868	370159	-259386	2551.21	2013.82
0.5	-0.00629025	0.000160623	369981	-259408	2783.13	2163.52

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 82259.548442
