#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	11.1633	0.000304311	260315	-260432	2276.95	2109.13
-144	10.7094	0.000337402	260182	-259966	2202.2	2327.77
-138	10.2553	0.000347245	260321	-259960	2075.26	2235.02
-132	9.80085	0.000325398	260728	-260532	2100.51	2228.03
-126	9.34589	0.000317276	261147	-260629	2436.87	2415.4
-120	8.89059	0.000375952	261119	-260466	2464.11	2432.6
-114	8.43471	0.000362259	261380	-260787	2496.49	2402.39
-108	7.97831	0.000366065	261846	-260609	2237.34	2168.76
-102	7.52117	0.000345541	261844	-260227	2309.35	2211.41
-96	7.06313	0.000357326	262984	-261071	2138.72	2239.44
-90	6.60415	0.00034043	263036	-260918	2320.1	2174.32
-84	6.1441	0.00036765	263568	-260656	2309.89	2373.07
-78	5.68261	0.000384421	264874	-260851	2117.34	2061.92
-72	5.21933	0.000371692	266284	-261134	2224.45	2150.15
-66	4.75383	0.000402853	268769	-261666	1907.23	1958.09
-60	4.2857	0.000452733	271295	-261486	2408.27	2301.35
-54	3.81402	0.000451487	276591	-262248	2512.59	2134
-48	3.33802	0.000492941	284627	-262792	2462.19	2426.45
-42	2.85652	0.000514417	298745	-264183	2384.18	2085.32
-36	2.36964	0.000546181	319933	-264659	2820.26	2325.53
-30	1.87927	0.000526842	351243	-266969	3201.55	2379.37
-24	1.39046	0.000545285	383882	-269931	3184.2	2325.29
-18	0.915849	0.000475192	408787	-275309	3374.53	2282.4
-12	0.491903	0.000380399	421420	-283641	3425.48	2430.66
-6	0.183753	0.000266906	419652	-292746	3381.1	2611.02
0	0.0015955	0.000168582	396033	-297903	3293.83	2669.67
6	-0.181957	0.000253083	346378	-293023	2865.55	2517.2
12	-0.494222	0.000352813	310899	-284290	2816.72	2643.31
18	-0.925486	0.00041112	293410	-275900	2543.81	2296.22
24	-1.40829	0.000429926	282009	-270063	2323.61	2372.6
30	-1.9017	0.000407747	274801	-266836	2318.71	2298.6
36	-2.39155	0.00042197	270359	-265204	2398.46	2582.34
42	-2.87509	0.000436576	267492	-263670	2521.02	2470.9
48	-3.35291	0.000362214	265619	-262736	2156.55	2271.15
54	-3.82607	0.000357978	264444	-262161	2215.94	2206.63
60	-4.29547	0.000381642	263443	-261943	2329.11	2196.73
66	-4.7619	0.000349528	263017	-261662	2313.87	2295.32
72	-5.22603	0.000326969	262440	-261465	2269.33	2119.3
78	-5.68828	0.000345703	261851	-261169	2207.13	2132.26
84	-6.14899	0.000339231	261935	-261142	2440.61	2459.37
90	-6.60852	0.000335711	261610	-260937	2290.39	2467.71
96	-7.06694	0.000346336	260705	-260331	2310.84	2376.88
102	-7.52441	0.000336074	261044	-260677	2491.37	2361.28
108	-7.9812	0.000310658	260910	-260671	2130.69	2079.9
114	-8.43738	0.000292969	260708	-260492	2326.47	2170.79
120	-8.893	0.000320194	260498	-260265	2271.7	2415.37
126	-9.34812	0.000305256	260196	-260316	2031.44	2121.75
132	-9.80278	0.000316236	260473	-260370	2234.15	2025.06
138	-10.2571	0.000329439	260376	-260343	2433.38	2193.6
144	-10.7111	0.000362623	260205	-260245	2510.98	2385.15
150	-11.1648	0.000310544	260049	-260278	2346.7	2402.85

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 365308.722023
