#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	10.8768	0.00275097	174828	-174861	1362.87	1522.38
-144	10.4084	0.00314838	175144	-175008	1501.86	1640.51
-138	9.93905	0.0031946	174924	-174907	1497.89	1461.83
-132	9.4675	0.00352016	175020	-174822	1531.47	1409.47
-126	8.99453	0.00354362	175235	-174920	1528.89	1422.15
-120	8.5176	0.00365841	175403	-174847	1371.24	1344.03
-114	8.03897	0.00399571	175561	-174937	1655.16	1593.65
-108	7.55537	0.00420286	175645	-174846	1610.88	1571.4
-102	7.06705	0.00467905	175887	-174839	1456.72	1412.53
-96	6.57388	0.00479279	176544	-175104	1569.76	1558.01
-90	6.07284	0.00515967	176848	-175190	1556.02	1424.01
-84	5.56271	0.00638949	177336	-175060	1367.16	1309.6
-78	5.04078	0.00685012	178076	-174928	1424.84	1359.63
-72	4.50214	0.00736807	179950	-175243	1341.91	1515.6
-66	3.94791	0.00812896	182332	-175016	1465.24	1468.23
-60	3.37406	0.00970067	186576	-174944	1532.44	1545.65
-54	2.79501	0.0106504	192264	-174331	1551.06	1404.15
-48	2.23107	0.0102629	200485	-173974	1564.1	1400.75
-42	1.68931	0.0096278	209749	-174175	1484.27	1227.86
-36	1.18189	0.0077678	220256	-174955	1699.14	1439.98
-30	0.740311	0.00710041	232289	-176618	1663.09	1341.13
-24	0.419064	0.005373	243896	-178768	1784.8	1290.09
-18	0.222043	0.00374837	252936	-181263	1819.01	1504.46
-12	0.102077	0.00224077	258235	-183762	1802.42	1454.85
-6	0.0336683	0.000733526	260242	-185819	2084.22	1573.83
0	0.00136988	7.80666e-05	258370	-186827	1832.19	1485.26
6	-0.0373139	0.000782041	242556	-190191	1771.55	1631.67
12	-0.151035	0.00203252	220930	-193710	1743.41	1615.64
18	-0.378273	0.0035694	204868	-192605	1779.27	1651.77
24	-0.72947	0.00570535	196972	-187662	1650.37	1604.37
30	-1.17874	0.0058041	190436	-183131	1837.89	1753.29
36	-1.68686	0.00700533	185345	-180441	1681.17	1559.45
42	-2.21698	0.00658181	181772	-178395	1432.85	1535.82
48	-2.74674	0.00745622	179937	-177674	1694.15	1644.15
54	-3.26891	0.00549162	178309	-176822	1539.19	1579.6
60	-3.78131	0.00539121	177513	-176539	1510.15	1576.42
66	-4.28514	0.00528139	176729	-176008	1546.23	1514.63
72	-4.78296	0.0044567	176048	-175524	1540.49	1469.43
78	-5.27433	0.0044285	175928	-175653	1767.36	1629.25
84	-5.75908	0.00401871	175800	-175435	1441.49	1346.78
90	-6.24141	0.00369393	175571	-175266	1535.42	1693.49
96	-6.71927	0.0036181	175520	-175354	1575.58	1574.27
102	-7.19472	0.00359306	175429	-175301	1564.65	1680.45
108	-7.6686	0.00309193	175257	-175027	1502.94	1450.99
114	-8.13928	0.00295995	175057	-174956	1509.68	1424.53
120	-8.60841	0.00268684	174924	-175000	1388.74	1341.34
126	-9.07581	0.00275681	174712	-174628	1471.54	1373.52
132	-9.54146	0.00264398	174792	-174838	1532.31	1572.75
138	-10.0064	0.00272462	174919	-175045	1439.65	1430.7
144	-10.4701	0.0021142	174962	-174994	1426.51	1354.13
150	-10.9325	0.00234861	174951	-175070	1549.01	1563.22

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 364954.849742
