#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	10.3303	0.00034252	0	0	0	0
-144	9.84222	0.000349549	0	0	0	0
-138	9.35115	0.000355363	0	0	0	0
-132	8.85669	0.000366997	0	0	0	0
-126	8.35836	0.000329418	0	0	0	0
-120	7.85553	0.000376767	0	0	0	0
-114	7.34782	0.000369152	0	0	0	0
-108	6.83424	0.000367265	0	0	0	0
-102	6.31396	0.00033465	0	0	0	0
-96	5.78592	0.000425484	0	0	0	0
-90	5.24886	0.000475197	0	0	0	0
-84	4.70127	0.000481252	0	0	0	0
-78	4.14137	0.000469967	0	0	0	0
-72	3.56732	0.000489901	0	0	0	0
-66	2.97806	0.000414089	0	0	0	0
-60	2.37479	0.000455418	0	0	0	0
-54	1.76658	0.000478416	0	0	0	0
-48	1.18067	0.000400699	0	0	0	0
-42	0.673328	0.00043662	0	0	0	0
-36	0.311708	0.000367059	0	0	0	0
-30	0.115017	0.000227403	0	0	0	0
-24	0.0346907	0.000124307	0	0	0	0
-18	0.00895826	5.94827e-05	0	0	0	0
-12	0.00205441	2.87127e-05	0	0	0	0
-6	0.000417332	1.42111e-05	0	0	0	0
0	5.98099e-07	8.62867e-06	0	0	0	0
6	-0.00041567	1.42828e-05	0	0	0	0
12	-0.00205901	3.05015e-05	0	0	0	0
18	-0.00895567	6.37701e-05	0	0	0	0
24	-0.0346967	0.000117894	0	0	0	0
30	-0.115013	0.000207603	0	0	0	0
36	-0.311697	0.000361308	0	0	0	0
42	-0.673304	0.000453128	0	0	0	0
48	-1.18054	0.000466667	0	0	0	0
54	-1.76645	0.000492808	0	0	0	0
60	-2.37479	0.000460538	0	0	0	0
66	-2.9781	0.000439535	0	0	0	0
72	-3.56728	0.000461267	0	0	0	0
78	-4.14138	0.000496802	0	0	0	0
84	-4.70126	0.000424	0	0	0	0
90	-5.2489	0.000380678	0	0	0	0
96	-5.78586	0.000383589	0	0	0	0
102	-6.31396	0.000432943	0	0	0	0
108	-6.83422	0.000382781	0	0	0	0
114	-7.34781	0.000360517	0	0	0	0
120	-7.85556	0.000341135	0	0	0	0
126	-8.35834	0.000390923	0	0	0	0
132	-8.85663	0.000366815	0	0	0	0
138	-9.35116	0.000387041	0	0	0	0
144	-9.84226	0.000427886	0	0	0	0
150	-10.3303	0.000363379	0	0	0	0

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 316841.966007
