#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	0.000965368	6.63201e-05	184118	-133393	1518.2	1189.76
0.05	0.000865004	5.75473e-05	184138	-133483	1385.51	1049.79
0.1	0.000765224	5.94444e-05	184081	-133413	1369.53	1193.31
0.15	0.00062922	7.06179e-05	183960	-133512	1624.86	1197.68
0.2	0.000528853	6.05121e-05	184102	-133520	1488.21	1158.29
0.25	0.000414117	6.80501e-05	184244	-133741	1543.64	1253.2
0.3	0.000303059	5.80866e-05	184130	-133692	1621.53	1317.27
0.35	0.000187573	6.16746e-05	183745	-133509	1593.97	1257.24
0.4	8.25227e-05	6.14637e-05	183932	-133469	1594.12	1198.28
0.45	-3.41605e-05	7.11196e-05	183844	-133587	1546.96	1286.22
0.5	-0.000162941	6.9041e-05	183778	-133564	1666.75	1330.52

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 71439.828740
