#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-50	2.86897	0.00648817	234091	-211266	1879.13	1766.66
-48	2.68901	0.00638902	236776	-211010	1921.82	1766.41
-46	2.50939	0.00664151	240187	-211357	1983.88	1722.03
-44	2.32916	0.00728683	243549	-211411	1892.17	1713.86
-42	2.1481	0.00759435	247204	-211531	1918.94	1632.02
-40	1.97098	0.00736592	251232	-211823	2110.68	1887.84
-38	1.79244	0.00735415	255941	-212385	2205.76	1781.03
-36	1.61755	0.00677227	260968	-212985	1884.51	1636.56
-34	1.44629	0.00639469	266382	-213442	2104.18	1736.54
-32	1.28354	0.00608284	271914	-213816	1946.71	1497.86
-30	1.1296	0.00619566	277959	-214652	1672.03	1432.95
-28	0.985082	0.0055673	284035	-215136	2337.46	1780.24
-26	0.850463	0.00581098	290618	-216251	2149.58	1734.25
-24	0.729936	0.00490694	296538	-217349	2311.31	1720.68
-22	0.620561	0.00469183	302048	-217998	2220.7	1728.84
-20	0.522506	0.00466998	307330	-219342	2141.77	1802.89
-18	0.433878	0.0040678	311357	-220238	2327.59	1786.19
-16	0.355229	0.00303847	315380	-221506	2442.33	1842.7
-14	0.283612	0.0029388	318481	-222762	2252.57	1850.46
-12	0.221124	0.00229866	321024	-223794	2305.75	1845.51
-10	0.16612	0.00159559	323190	-225283	2181.21	1659.63
-8	0.119683	0.00130793	324352	-226255	2216.87	1633.43
-6	0.0812492	0.000814909	325088	-227083	2191.25	1751.9
-4	0.0501079	0.000533577	325847	-228148	2298.29	1605.1
-2	0.024531	0.00024875	325012	-228417	2493.6	1999.86
0	0.00176332	0.000134701	323366	-229048	2323.18	1714.65
2	-0.0216349	0.000231624	318072	-228885	2270.91	1832.14
4	-0.049981	0.000452586	307531	-228903	2100.05	1746.1
6	-0.0879285	0.000838441	294025	-230329	2467.96	1931.91
8	-0.139318	0.00108695	279784	-231387	2233.81	1807.49
10	-0.204624	0.00155051	268836	-231684	2419.05	2145.08
12	-0.283308	0.00203324	260103	-231042	2182.39	1888.58
14	-0.376279	0.00235099	252415	-229917	2179.88	2027.85
16	-0.482679	0.00271442	246720	-228923	2218.68	2208.95
18	-0.601766	0.00311646	241680	-226853	2259.09	2148.05
20	-0.732443	0.00321133	237744	-224861	2038.73	2053.12
22	-0.872729	0.00389694	234692	-223328	2069.2	1928.52
24	-1.02145	0.00385552	231831	-221545	1922.89	1883.62
26	-1.17614	0.00397573	229660	-220314	1986.21	1771.92
28	-1.3366	0.00464989	227092	-218862	1995.22	1903.23
30	-1.50026	0.00424574	225187	-217765	1849.86	1875.35
32	-1.66706	0.00428081	223720	-216960	1743.52	1706.82
34	-1.83588	0.00456319	221739	-215979	1991.86	1851.52
36	-2.00558	0.00396808	220679	-215498	1753	1776.23
38	-2.17599	0.00450974	219276	-214730	1862.2	1863.33
40	-2.34574	0.00375029	218092	-214174	1924.17	1892.09
42	-2.51515	0.004395	217116	-213458	1710.16	1908.21
44	-2.68464	0.00390596	216329	-213147	1841.97	1925.75
46	-2.85296	0.00374433	215690	-212855	1872.73	1788.55
48	-3.02066	0.00370663	215325	-212839	1865.79	1921.12
50	-3.18727	0.00351181	214776	-212598	1850.12	1788.39

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 314445.954362
