#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	10.7318	0.00364146	131167	-131115	1335.82	1364.82
-144	10.2581	0.0036719	131258	-131135	1114.26	1168.55
-138	9.78094	0.00399471	131101	-131119	1141.82	1084.55
-132	9.30207	0.00449215	131420	-131263	1268.43	1066.62
-126	8.82052	0.0046936	131513	-131209	1285.19	1187.4
-120	8.33552	0.00496245	131554	-131200	1198	1323.6
-114	7.84503	0.00469397	131748	-131209	1122.48	1206.08
-108	7.35039	0.0056738	131950	-131295	1224.12	1237.24
-102	6.84932	0.00650126	132057	-131104	1223.1	1137.9
-96	6.3394	0.0066966	132377	-131105	1201.85	1146.58
-90	5.82341	0.00683788	132791	-131062	1168.41	1090.92
-84	5.29428	0.00675285	133275	-131201	1190.51	1150.82
-78	4.74701	0.00834354	133983	-131064	1236.26	1244.27
-72	4.18373	0.00855298	135307	-131045	1356.2	1216.98
-66	3.59693	0.00938829	137148	-130817	1212.96	1155.6
-60	2.99322	0.0117029	139985	-130230	1267.05	1156.88
-54	2.38356	0.0124756	144615	-129645	1252.9	1197.04
-48	1.80526	0.0118764	150175	-128522	1284.19	1094.6
-42	1.28969	0.0131959	157324	-128166	1327.35	1064.27
-36	0.85696	0.00958511	164319	-127854	1447.08	1123.21
-30	0.511351	0.00665448	170724	-128441	1432.38	1136.27
-24	0.265845	0.00417649	176643	-129748	1593.36	1226.61
-18	0.123478	0.00326647	181296	-131133	1628.49	1159.53
-12	0.0505427	0.00143281	184169	-132118	1688.09	1138.82
-6	0.0168684	0.000600654	185561	-132870	1484.46	1147.58
0	0.000981923	5.50137e-05	184118	-133335	1692.1	1389.68
6	-0.0212589	0.000597938	175704	-138158	1565.51	1304.68
12	-0.0921629	0.00164721	164194	-144415	1584.67	1416.35
18	-0.246008	0.00361685	155336	-146289	1658.88	1663.49
24	-0.511241	0.00613268	149760	-142956	1342.29	1242.03
30	-0.887962	0.00725021	145468	-139705	1428.84	1497.11
36	-1.35463	0.00844567	141326	-136991	1333.74	1274.47
42	-1.87532	0.00869392	138305	-135076	1355.85	1330.12
48	-2.41713	0.00847109	136246	-133770	1273.5	1259.56
54	-2.95647	0.00809194	134613	-133053	1274.61	1232.83
60	-3.4905	0.00854916	134100	-132880	1418.21	1428.7
66	-4.01579	0.00710884	133105	-132253	1358.83	1302.53
72	-4.53064	0.00692338	132663	-132040	1465.25	1373.89
78	-5.03729	0.00609415	132181	-131867	1168.26	1322.51
84	-5.53713	0.00578058	132190	-131842	1192.15	1288.84
90	-6.03287	0.00565685	131903	-131633	1455.65	1345.76
96	-6.52224	0.00550157	131720	-131446	1225.85	1241.47
102	-7.00798	0.00494549	131639	-131516	1329.55	1247.79
108	-7.49035	0.00406453	131555	-131332	1199.56	1332.7
114	-7.96949	0.0048135	131617	-131366	1246.76	1287.15
120	-8.44655	0.00420831	131432	-131414	1237.66	1370.28
126	-8.92073	0.00422156	131412	-131339	1311.96	1213.56
132	-9.39424	0.00346636	131385	-131292	1141.23	1185.7
138	-9.86528	0.00334312	131177	-131311	1195.44	1295.33
144	-10.3339	0.00318394	131033	-131179	1197	1225.13
150	-10.802	0.00357963	131218	-131228	1343.84	1338.64

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 322522.866338
