#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	11.1194	0.000745682	247335	-247228	2315.96	2065.97
-144	10.6635	0.000697949	246985	-246852	2194.16	2311.37
-138	10.2071	0.000631788	246817	-246731	1999.7	2087.75
-132	9.75009	0.000705685	247135	-246862	1973.83	2007.54
-126	9.29234	0.000741461	247124	-246793	2203.36	2147.33
-120	8.83372	0.000764448	247546	-247040	1948.15	2050.76
-114	8.37427	0.000802998	247762	-246950	2144.06	1996.58
-108	7.9138	0.00101129	248023	-247162	2261.64	2178.36
-102	7.45194	0.000924687	248865	-247624	2334.5	2288.5
-96	6.98865	0.00115603	249102	-247359	2354.93	2144.9
-90	6.52351	0.00109641	249486	-247313	2170.98	2224.64
-84	6.05607	0.00116251	250450	-247551	2502.47	2380.52
-78	5.58562	0.00141698	251637	-247720	2011.49	2065.02
-72	5.11132	0.00153093	252971	-247750	2260.43	2266.88
-66	4.63303	0.0014966	255382	-248152	2230.79	2218.71
-60	4.14842	0.00166327	259016	-248473	2006.37	1907.86
-54	3.65741	0.00196215	264270	-248952	2133.47	1976.19
-48	3.15796	0.00222014	272565	-249443	2217.5	2021.58
-42	2.64966	0.00259859	284995	-250401	2498.08	2194.88
-36	2.13782	0.00289416	304103	-251370	2359.51	2085.05
-30	1.63739	0.00309403	331401	-253331	2581.31	2182.2
-24	1.17232	0.00267071	361234	-256448	2613.81	2051.92
-18	0.75661	0.00187045	384651	-260650	2666.16	2070.29
-12	0.402291	0.00112348	399897	-267599	3252.52	2355.25
-6	0.150134	0.00043789	406431	-275033	3008.06	1978.83
0	0.00225863	0.000159863	399199	-278004	3285.55	2522.84
6	-0.151499	0.0004	348606	-276293	2726	2335
12	-0.430205	0.000814231	297846	-270172	2676.34	2494.47
18	-0.832162	0.00114636	279300	-263000	2206.19	1960.8
24	-1.30219	0.00141097	268523	-257512	2399.12	2295.65
30	-1.79639	0.00130252	260763	-253287	2192.74	2253.68
36	-2.29231	0.0013142	256882	-251899	2200.91	2234.11
42	-2.7836	0.00125118	253779	-250306	2238.96	2208.11
48	-3.2687	0.00115245	252313	-249469	2173.52	2384.44
54	-3.74853	0.00100456	250477	-248502	2298.41	2209.96
60	-4.22341	0.0010476	249887	-248353	2254.97	2167.96
66	-4.69471	0.000913654	249471	-248158	2226.74	2227.84
72	-5.16331	0.000833868	248678	-247889	2239.49	2215.43
78	-5.62938	0.000866462	248147	-247460	2216.82	2192.71
84	-6.09335	0.000735455	248091	-247683	2100.76	2164.83
90	-6.55589	0.000679004	247615	-247376	2105.39	2163.6
96	-7.01703	0.000707277	248049	-247584	2185	2198.94
102	-7.47704	0.00070102	247230	-247066	2196.47	2162.99
108	-7.9361	0.00069276	247070	-246985	2199.45	2133.67
114	-8.39426	0.000667314	246940	-246979	2119.01	1953.42
120	-8.85172	0.00070272	247064	-247113	2298.98	2307.01
126	-9.30839	0.000535943	247180	-247158	1972.25	2097.4
132	-9.76469	0.000576883	247250	-247106	2174.65	2238.29
138	-10.2206	0.000575286	246756	-246696	2329.47	2291.35
144	-10.676	0.000588938	246711	-246734	2164.26	2170.88
150	-11.1309	0.000570335	246752	-246708	2275.77	2268.18

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 368932.844841
