#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	0.00175166	0.000119286	322881	-228553	2762.55	2088.53
0.05	0.00120832	0.000139887	323030	-228789	2245.12	1864.42
0.1	0.000632857	0.000125939	322920	-228616	2241.14	1794.11
0.15	8.25342e-05	0.000138354	323047	-228881	2203.11	1711.83
0.2	-0.000491049	0.000130578	322676	-228716	2011.16	1668.33
0.25	-0.00102899	0.000146498	322204	-228486	2506.97	1859.58
0.3	-0.00160688	0.000126981	322445	-228781	2276.56	1749.4
0.35	-0.00219092	0.000143097	322355	-228606	2288.24	1843.05
0.4	-0.00272921	0.000124052	322477	-228862	2398.45	1908.84
0.45	-0.0033161	0.000140273	322049	-228529	2244.3	1881.8
0.5	-0.00387033	0.000143378	322078	-228730	2215.99	1680.31

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 71347.012310
