#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	10.481	0.00339018	52349.1	-52407.7	819.697	803.244
-144	9.99656	0.00342003	52430.9	-52312.7	796.491	794.68
-138	9.50967	0.00327099	52366.7	-52272.1	799.609	698.532
-132	9.02033	0.00360557	52557.3	-52517.3	935.553	888.321
-126	8.52573	0.00379186	52653.5	-52414	900.997	901.243
-120	8.02686	0.00417019	52447.8	-52233.8	931.74	991.803
-114	7.52288	0.00437165	52718.9	-52495.9	860.879	857.003
-108	7.01283	0.00420831	52795.7	-52495.6	822.466	807.163
-102	6.49526	0.00418196	52840.5	-52437.3	767.85	841.373
-96	5.96775	0.00552055	52939.3	-52389	924.621	932.892
-90	5.4301	0.00501671	53079.5	-52404.7	889.98	942.265
-84	4.87924	0.00605326	53220.5	-52341.5	907.665	850.2
-78	4.30898	0.0059377	53537.6	-52252.1	837.588	825.595
-72	3.71949	0.00659462	53851.3	-52101.4	937.343	918.326
-66	3.10407	0.00630585	54549.9	-51949.7	852.94	755.187
-60	2.46504	0.00733263	55242.3	-51280.1	874.063	823.293
-54	1.8186	0.0084696	56582.1	-50516.4	930.877	737.062
-48	1.2097	0.00767406	58552.9	-49316.8	939.341	841.377
-42	0.711917	0.00814728	61040.5	-48078.4	949.165	745.642
-36	0.371349	0.00696933	63555.5	-46941.9	1102.68	837.018
-30	0.175264	0.00438619	65656.1	-46309.7	1101.28	784.431
-24	0.0737188	0.00248654	67053.8	-45989.4	1089.82	744.607
-18	0.0267299	0.000962545	68238.8	-46053.5	1226.26	896.614
-12	0.0083467	0.000379078	68911.4	-46104.3	1131.36	801.295
-6	0.00242232	0.000117609	69066.1	-46048.1	1267.91	878.987
0	0.000450836	2.10157e-05	68899	-47052.5	1136.42	827.844
6	-0.00281113	0.000139119	66734.2	-53099.3	1125.42	922.666
12	-0.0164519	0.000569843	64675.1	-59125.4	1119.56	1093.15
18	-0.0589751	0.00180006	63094.6	-60522	1143.6	1059.18
24	-0.162996	0.0035118	61863.2	-59400	1036.74	1003.38
30	-0.367978	0.00585239	60157.6	-57764.5	1087.72	1005.94
36	-0.705752	0.0083194	58495.9	-56321.2	948.763	968.179
42	-1.16537	0.0096365	56676.9	-54947.3	946.792	908.241
48	-1.70684	0.0108229	55515.6	-54255.6	939.3	960.131
54	-2.28212	0.00875215	54491.2	-53673.2	911.938	875.002
60	-2.86129	0.00940358	53919	-53361.2	922.696	967.434
66	-3.43034	0.00825723	53458.2	-53046.5	906.739	950.416
72	-3.98878	0.00809323	53276.1	-52997.2	945.1	918.324
78	-4.5328	0.00776192	53109.4	-52867.3	944.262	928.599
84	-5.06703	0.00691806	52997.3	-52733.1	905.3	973.728
90	-5.5896	0.00687834	52694.9	-52618.4	965.566	906.829
96	-6.10642	0.00658195	52743.2	-52636.6	937.44	958.688
102	-6.61468	0.00589684	52663	-52563.3	915.647	886.042
108	-7.11902	0.00510125	52678.4	-52536.9	958.481	1030.2
114	-7.6172	0.00443932	52632.2	-52592	842.811	956.117
120	-8.11223	0.00523336	52646	-52663.4	865.162	903.798
126	-8.6016	0.00482398	52463.6	-52514	879.915	900.357
132	-9.08857	0.00444902	52425.4	-52506.8	857.002	766.395
138	-9.57324	0.00471945	52554.9	-52616.8	931.168	892.027
144	-10.054	0.0041547	52312.7	-52353.9	831.442	916.876
150	-10.5327	0.00377712	52496.3	-52393.3	868.086	810.073

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 322184.137998
