#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	10.8828	0.00296285	175244	-174981	1481.17	1524.56
-144	10.4165	0.0029054	175182	-175001	1570.35	1417.03
-138	9.94815	0.0031349	175333	-174985	1653.25	1520.49
-132	9.47709	0.00327459	175734	-175334	1484.28	1378.87
-126	9.00518	0.00353405	175681	-174925	1287.4	1371.97
-120	8.53014	0.00378448	175704	-174869	1349.73	1395.91
-114	8.05215	0.00410234	176096	-175030	1490.83	1477.18
-108	7.57119	0.00462764	176424	-175225	1546.69	1707.67
-102	7.08527	0.00496558	176555	-175131	1310.39	1369
-96	6.59529	0.00479993	177044	-175005	1354.62	1355.93
-90	6.09926	0.00546383	177702	-175193	1556.22	1597.32
-84	5.59471	0.00535287	178521	-175236	1411.53	1439.63
-78	5.08184	0.00633215	179778	-175342	1526.2	1470.93
-72	4.5566	0.00724926	181313	-175143	1462.52	1367.43
-66	4.02288	0.00675117	183923	-175397	1555.82	1459.69
-60	3.47447	0.00915585	187114	-175122	1457.71	1312.06
-54	2.92473	0.0090037	192069	-174957	1533.96	1485.76
-48	2.38052	0.00894154	198691	-175070	1637.7	1324.33
-42	1.85938	0.00892788	206509	-175228	1699.53	1542.9
-36	1.37321	0.00845841	215391	-175755	1869.33	1548.81
-30	0.940219	0.00627264	225441	-176801	1893.19	1609.7
-24	0.586968	0.00566217	235167	-178198	1788.06	1398.53
-18	0.332625	0.00354243	244446	-180074	2041.25	1528.54
-12	0.167228	0.00222796	250643	-181233	2003.07	1567.89
-6	0.0661971	0.00102729	254183	-182054	1869.57	1582.84
0	0.00117416	0.000132824	251948	-182247	1804.23	1369.25
6	-0.0816413	0.00112005	235720	-185845	1800.07	1589.99
12	-0.250489	0.00244045	215926	-189454	1660.67	1475
18	-0.520065	0.004112	202740	-189388	1810.95	1886.38
24	-0.882854	0.00539255	195773	-186720	1667.69	1683.53
30	-1.31917	0.00582817	190317	-183511	1712.28	1726.41
36	-1.79896	0.00540552	186485	-181292	1496.73	1585
42	-2.30192	0.00644015	183144	-179381	1776.72	1687.84
48	-2.81021	0.00578441	181198	-178360	1357.89	1362.38
54	-3.31773	0.00543835	179393	-177199	1498.07	1500.94
60	-3.82017	0.00474152	178585	-176914	1510.29	1552.5
66	-4.3166	0.00418839	177556	-176331	1592.59	1729.57
72	-4.80779	0.00468758	177286	-176423	1460.58	1384.64
78	-5.2947	0.00432107	176676	-175882	1588.32	1490.26
84	-5.77809	0.0037615	176104	-175606	1542.9	1643.39
90	-6.25784	0.00385162	175943	-175474	1452.44	1396.72
96	-6.73409	0.00372968	175772	-175307	1634.59	1535.9
102	-7.20731	0.00366662	175963	-175612	1763.9	1658.02
108	-7.67923	0.00307646	175485	-175282	1751.7	1699.48
114	-8.14856	0.00304682	175437	-175166	1617.75	1541.8
120	-8.61694	0.00289535	175445	-175240	1594.68	1542
126	-9.08329	0.00252672	175080	-175017	1498.17	1557.19
132	-9.54888	0.00263439	174852	-175001	1419.14	1529.86
138	-10.0125	0.00297	175039	-175126	1660.69	1625.62
144	-10.4758	0.0022977	174959	-174984	1550.61	1593.38
150	-10.9379	0.00226222	175064	-175072	1464.8	1588.77

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 360836.021500
