#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	0.00195868	0.000185699	408584	-294612	3255.52	2517.13
0.05	0.00074836	0.000182537	407979	-294661	3189.32	2552.9
0.1	-0.000497817	0.00016463	407725	-294462	3386.7	2643.44
0.15	-0.0017555	0.000205413	407746	-294913	3261.63	2473.85
0.2	-0.00297856	0.00020191	407069	-294595	3188.96	2547.48
0.25	-0.0042257	0.00017971	406710	-294615	3124.78	2432.65
0.3	-0.00547065	0.00020715	406156	-294418	2870.67	2175.49
0.35	-0.00672082	0.000202366	406346	-294595	3677.53	2783.15
0.4	-0.0079362	0.000191486	406143	-294834	3266.41	2656.05
0.45	-0.00922733	0.000186452	405617	-294849	3307.06	2590.48
0.5	-0.0104884	0.000176844	405115	-294640	3115.65	2404.33

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 82122.015035
