#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	11.0741	0.00110749	233089	-233102	1964.76	1990.2
-144	10.6158	0.00116418	233437	-233052	1984.1	1968.75
-138	10.1571	0.0012327	233326	-233084	1908.41	1930.07
-132	9.69743	0.00123164	233428	-233138	2001.96	1946.44
-126	9.23675	0.0012091	233611	-233141	2024.48	1881.28
-120	8.77494	0.00147705	233626	-233010	2141.79	2033.88
-114	8.31152	0.00160997	234356	-233697	1965.8	2076.92
-108	7.84696	0.00151053	234383	-233218	1915.76	2024.2
-102	7.38017	0.00177966	234897	-233522	2017.11	1831.92
-96	6.91114	0.0018802	235706	-233997	2138.27	2239.87
-90	6.4395	0.00176881	235856	-233630	1721.74	1764.42
-84	5.96416	0.0021579	236673	-233690	2020.89	1939.84
-78	5.48412	0.00241732	238131	-234367	2145.5	2048.08
-72	4.99918	0.00270626	239515	-234046	2057.35	1715.96
-66	4.50658	0.00292664	241805	-234192	2038.9	2052.63
-60	4.00583	0.00308348	245788	-234446	1845.49	1736.83
-54	3.4971	0.00316054	251464	-234779	2128.05	1912.34
-48	2.97989	0.00407262	259696	-235391	2026.11	1940.82
-42	2.45428	0.00466475	270727	-235696	2201.85	1962.7
-36	1.9269	0.00459193	288083	-237319	2353.49	2042.93
-30	1.42438	0.00452342	311294	-239189	2384.14	2090.6
-24	0.984111	0.00417981	336305	-241877	2805.6	2317.59
-18	0.617807	0.00297958	356982	-246121	2923.63	2154.85
-12	0.324424	0.00170283	369430	-251265	2789.41	2147.99
-6	0.120667	0.000587464	375208	-257060	2747.86	1969.8
0	0.00205801	0.000147661	371273	-259252	2787.74	2140.11
6	-0.124933	0.000556747	329450	-259045	2345	1910.82
12	-0.370749	0.00144557	284758	-256159	2335.55	2146.29
18	-0.741886	0.00203572	265621	-249647	2176.8	2150.18
24	-1.19567	0.00237707	255021	-244430	2238.22	2252.2
30	-1.68709	0.00223239	248045	-240567	1989.02	1970.52
36	-2.18792	0.00229956	243569	-238264	1964.81	1856.48
42	-2.68691	0.00262737	240292	-236685	2272.13	2140.32
48	-3.17942	0.00206701	238182	-235812	1968.87	1889.5
54	-3.6663	0.00176819	236891	-235042	2213.1	2129.7
60	-4.14697	0.00171842	236292	-234580	2158.57	1845.7
66	-4.62361	0.00159327	235881	-234702	1959.06	2085.29
72	-5.09713	0.0015834	235033	-234135	2238.68	2090.2
78	-5.56731	0.001435	234597	-233824	2056.84	2006.77
84	-6.035	0.00140057	234125	-233548	2048.33	2031.91
90	-6.50055	0.00146304	233829	-233494	2140.78	2448.22
96	-6.96428	0.00139648	234017	-233673	1932.33	1933.48
102	-7.42707	0.00116549	233797	-233382	1942.13	1723.57
108	-7.88855	0.00113667	233892	-233671	2126.06	2046.76
114	-8.3489	0.00109809	233452	-233395	1913.56	2028.17
120	-8.8084	0.00110703	233082	-232978	2043.83	2117.66
126	-9.26688	0.000955244	233329	-233433	1999.5	1960.54
132	-9.72482	0.00089427	233475	-233358	1880.96	1990.34
138	-10.1822	0.000855091	233083	-233090	2062.65	1982.91
144	-10.6392	0.000965514	233176	-233492	2059.2	2191.58
150	-11.0952	0.000852164	233575	-233465	1957.57	1850.06

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 368296.504468
