#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-50	1.61056	0.0118385	97838.8	-84384.8	1120.11	960.849
-48	1.41822	0.0120673	99372.8	-84040.8	1207.16	983.314
-46	1.23832	0.0110706	100784	-83496.6	1347.32	1033.45
-44	1.07143	0.0108509	102198	-83076.5	1089.56	882.186
-42	0.918195	0.0103986	103851	-82657.7	964.386	871.999
-40	0.780295	0.0106043	105317	-82367.9	1056.12	926.696
-38	0.659761	0.00864887	106794	-81966.1	1311.9	1043.03
-36	0.547979	0.00902083	108106	-81763.6	1410.71	1069.23
-34	0.453899	0.0072974	109618	-81632.6	1295.04	988.512
-32	0.369607	0.00630215	110498	-81285.9	1199.02	960.339
-30	0.298354	0.00644037	111968	-81464.5	1288.4	954.794
-28	0.236983	0.00455497	113274	-81746.2	1223.51	958.988
-26	0.185002	0.00393006	114096	-81752.1	1273.02	968.368
-24	0.142017	0.00333359	114907	-81876.1	1484.76	1143.39
-22	0.106814	0.00245799	115714	-82134.7	1422.85	1024.72
-20	0.0789032	0.00224914	116538	-82304.4	1342.58	1084.64
-18	0.0573881	0.00167111	117066	-82402.9	1442	1058.88
-16	0.0408274	0.00124836	117591	-82578	1402.62	1042.58
-14	0.028788	0.00103141	117950	-82718.7	1408.3	1039.94
-12	0.0199336	0.000734129	118368	-82758	1276.44	976.486
-10	0.0137256	0.000609181	118929	-83013	1322.43	1012.39
-8	0.00915862	0.000418047	118982	-82990.6	1268.1	998.312
-6	0.00606968	0.000274684	119146	-83130.6	1489.92	1089.83
-4	0.00384212	0.000165348	118949	-83238.2	1263.15	828.761
-2	0.0021395	8.30265e-05	118682	-83390.3	1397.07	1078.92
0	0.000684431	4.16169e-05	118108	-83826.7	1296.85	984.592
2	-0.000964231	8.33827e-05	117251	-85070.7	1261.87	1086.21
4	-0.00344911	0.000179681	116025	-87475.7	1392.29	1067.02
6	-0.00772795	0.000292098	113798	-90116.9	1367.71	1125.01
8	-0.0146629	0.000504285	111833	-92900.8	1232.22	1179.53
10	-0.0249656	0.000742774	110197	-95295.9	1243.43	1195.61
12	-0.0396325	0.00113764	108557	-96858	1228.7	1066.27
14	-0.0599594	0.00147605	106932	-98395.9	1263.23	1139.76
16	-0.0876814	0.00200985	105543	-99118.1	1193.62	1136.74
18	-0.123454	0.00275916	104451	-99327	1044.73	1120.5
20	-0.169619	0.00362265	103767	-99180.7	1141.55	1121.81
22	-0.226012	0.00432095	102619	-98119.7	1122.91	1105.97
24	-0.295012	0.00498372	102038	-97545.5	1237.11	1299.5
26	-0.37718	0.00581949	100937	-96523.1	1195.54	1097.43
28	-0.473299	0.00667041	99976.2	-95623.7	1187.46	1202.92
30	-0.582497	0.00736781	98697.7	-94685.2	1204.19	1193.15
32	-0.706674	0.00826324	97710	-93907.6	1162.34	1189.07
34	-0.843834	0.00866246	96876.4	-93247.2	1079.66	1071.24
36	-0.990722	0.00972692	95829.7	-92509.8	1211.04	1187.25
38	-1.14821	0.00951761	94951.2	-91932.1	1142.8	1069.11
40	-1.31308	0.0101617	94178.6	-91475.4	1130.38	1113.6
42	-1.48763	0.0101875	93479.7	-90954.2	1125.56	1053.9
44	-1.66621	0.0116839	92566.4	-90535.3	1020.22	1178.72
46	-1.84863	0.00975577	92150.8	-90095.4	1203.91	1128.86
48	-2.03359	0.0108548	91749.2	-90021	1229.92	1160.74
50	-2.22101	0.00886763	91080.2	-89721	1111.51	1137.76

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 313707.728005
