#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	0.00217558	0.000184131	410272	-288636	3604.97	2552.08
0.05	0.0010224	0.000176143	410505	-289066	3157.71	2519.26
0.1	-0.000128147	0.000195202	410243	-288895	3292.63	2390.87
0.15	-0.00132667	0.000181251	409848	-289029	3547.25	2760.13
0.2	-0.00248182	0.000197731	410109	-289265	3199.63	2597.49
0.25	-0.00365179	0.00018556	409435	-288933	3263.71	2550.49
0.3	-0.00483298	0.00019028	409288	-289077	3338.05	2652.7
0.35	-0.00601322	0.000173065	409056	-289102	2966.87	2411.6
0.4	-0.00717954	0.000198493	408376	-288802	3261.37	2397.94
0.45	-0.00838312	0.000173814	408885	-289349	3178.69	2373.58
0.5	-0.0095338	0.000171604	408222	-288987	3208.38	2522.56

#a = 0.250000	V = 40.000000	#N_heads = 4	c = 0.300000	N = 128	dt = 0.010000	time = 10000000.000000
#CPU_time = 81947.454730
