#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-100	143.586	0.676013	1668.23	-1731.5	141.045	144.72
-96	136.986	0.705085	1660.07	-1699.76	154.2	143.44
-92	130.297	0.815555	1675.02	-1718.58	149.977	132.28
-88	123.649	0.726906	1688.08	-1739.69	143.533	122.654
-84	117.09	0.933365	1684.55	-1726.76	158.346	155.6
-80	110.048	0.96653	1683.18	-1727.28	166.836	157.824
-76	103.184	0.910403	1646.39	-1680.59	151.479	138.667
-72	96.1842	1.23452	1685.57	-1722.83	145.896	147.419
-68	88.7473	1.35727	1721.5	-1734.92	154.15	137.587
-64	81.4524	1.4913	1716.51	-1726.01	164.562	153.816
-60	74.2787	1.48987	1724	-1716.24	122.849	138.496
-56	66.5542	1.6689	1749.69	-1731.86	161.698	154.396
-52	58.6607	1.82401	1787	-1703.66	158.789	155.58
-48	50.8567	1.9216	1850.99	-1753.38	167.934	169.282
-44	43.1326	1.81528	1924.65	-1770.21	174.158	154.425
-40	35.6608	1.92406	1944.4	-1754.61	165.446	152
-36	28.2524	1.75974	2049.24	-1788.18	163.444	164.834
-32	21.6023	1.72454	2121.03	-1798.58	161.641	154.377
-28	15.2539	1.44251	2228.31	-1846.61	145.034	132.36
-24	10.4545	1.2241	2304.82	-1868.63	172.538	146.043
-20	6.49002	0.907086	2441.31	-1951.48	187.268	166.779
-16	3.64721	0.583607	2487.04	-2006.09	193.434	172.46
-12	1.66915	0.294284	2544.96	-2066.43	186.778	175.797
-8	0.579771	0.106109	2563.54	-2136.29	210.629	184.3
-4	0.124985	0.0259038	2611.95	-2245.03	163.793	159.626
0	0.00256105	0.000618432	2543.03	-2234.04	184.236	158.195
4	-0.114733	0.0203306	2528.97	-2244.36	205.811	193.97
8	-0.550403	0.10317	2495.6	-2233.77	183.289	167.929
12	-1.65198	0.294685	2449.23	-2172	155.945	150.839
16	-3.88529	0.597375	2373.59	-2107.86	194.555	182.463
20	-7.52679	0.880954	2203.22	-1978.11	151.121	153.258
24	-12.3174	1.143	2114.59	-1888.38	192.254	174.136
28	-18.602	1.47893	2022.62	-1850.39	155.541	153.144
32	-25.9542	1.53569	1921.99	-1799.39	168.23	155.931
36	-33.2575	1.55428	1842.15	-1752.6	145.436	148.714
40	-41.0082	1.51156	1813.24	-1751.47	167.059	154.003
44	-48.9232	1.33494	1747.09	-1732.52	157.939	150.929
48	-56.4293	1.33457	1732.96	-1749.56	128.993	135.154
52	-63.4819	1.25732	1715.86	-1735.68	134.481	141.886
56	-71.0638	1.2157	1680.88	-1716.74	150.186	143.401
60	-78.3262	0.939671	1673.37	-1716.58	140.994	157.61
64	-85.1803	0.931649	1682.37	-1718.49	137.075	149.15
68	-92.219	0.893077	1677.76	-1707.67	149.698	133.483
72	-98.7946	0.703588	1680.34	-1721.95	137.166	145.004
76	-105.737	0.792503	1676.39	-1716.14	145.843	143.36
80	-112.281	0.666594	1652.45	-1713.75	135.62	122.934
84	-118.956	0.64117	1649.8	-1688.54	163.633	167.015
88	-125.484	0.593593	1670.02	-1732.4	144.438	134.643
92	-131.876	0.578073	1646.93	-1716.17	148.821	141.518
96	-138.466	0.526891	1652.53	-1708.17	144.146	161.927
100	-144.934	0.491005	1648.35	-1700.98	134.655	131.715

#a = 0.300000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 25965.353485
