#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	225.017	0.194413	2003.16	-2064.96	197.793	179.929
-144	215.625	0.23662	2002.13	-2072.81	170.349	179.508
-138	206.314	0.198355	1973.32	-2040.96	152.394	172.615
-132	196.875	0.225104	1970.74	-2070.09	169.145	174.202
-126	187.443	0.244441	1985.96	-2070.64	170.005	193.245
-120	177.984	0.274509	1977.64	-2067.9	173.725	174.839
-114	168.51	0.285952	1981.61	-2055.75	156.986	163.511
-108	159.008	0.361902	1999.56	-2063.44	180.336	181.261
-102	149.434	0.416858	1938.06	-2029.29	162.636	175.866
-96	139.744	0.411768	2011.13	-2098.8	164.844	163.844
-90	130.065	0.514186	1983.79	-2050.88	159.114	178.485
-84	120.122	0.567432	1989.21	-2040.5	164.594	166.782
-78	110.159	0.596512	1986.13	-2052.75	183.448	181.889
-72	99.8914	0.758994	2009.62	-2058.62	183.677	171.141
-66	89.5012	0.900288	2042.28	-2066.57	167.781	161.21
-60	78.8828	1.02148	2061.9	-2060.14	185.275	185.25
-54	67.9987	1.11379	2142.83	-2093.66	170.396	163.898
-48	56.771	1.1523	2194.87	-2098.67	177.872	176.33
-42	45.5414	1.3747	2273.39	-2081.14	185.673	160.764
-36	34.6805	1.20066	2418.36	-2088.15	184.189	168.591
-30	24.148	1.22639	2633.15	-2135.97	185.889	170.731
-24	15.3748	1.09202	2817.74	-2182.49	222.434	189.814
-18	8.26701	0.7702	2988.45	-2238	220.539	186.526
-12	3.18168	0.323281	3149.2	-2430.11	220.615	187.084
-6	0.557271	0.062251	3153.13	-2611.5	243.783	212.278
0	0.00093811	0.000729264	3139.26	-2750.52	225.867	202.254
6	-0.552463	0.050582	3053.15	-2709.03	207.494	197.178
12	-3.39507	0.319952	2884.71	-2535.87	203.135	174.521
18	-9.54788	0.777827	2673	-2375.7	254.403	231.067
24	-18.865	0.962621	2435.91	-2234.34	215.309	210.697
30	-29.6661	0.961745	2236.7	-2124.13	181.549	166.198
36	-40.6774	0.949148	2155.26	-2129.16	173.162	185.045
42	-51.7016	0.85389	2089.67	-2080.4	160.803	165.559
48	-62.3665	0.764256	2064.65	-2119.54	159.6	175.76
54	-72.652	0.580334	2018.46	-2061.42	157.507	169.73
60	-82.8038	0.492763	2030.77	-2073.4	162.354	159.274
66	-92.812	0.449556	1992.4	-2074.59	175.507	166.375
72	-102.528	0.382017	2008.28	-2074.38	179.838	175.447
78	-112.186	0.399546	1989.32	-2061.22	164.099	172.786
84	-121.794	0.322852	1993.91	-2064.21	141.485	144.942
90	-131.337	0.365386	2027.83	-2093.46	161.517	172.049
96	-140.873	0.27477	1968.87	-2057.92	161.753	145.552
102	-150.29	0.296109	1999.86	-2080.85	193.1	191.482
108	-159.797	0.262434	1984.3	-2054.07	183.716	193.534
114	-169.263	0.219905	1952.33	-2023.06	168.142	170.477
120	-178.681	0.216096	1998.93	-2071.06	169.342	180.11
126	-188.123	0.21268	1961.26	-2063.47	188.27	174.027
132	-197.501	0.156212	1993.95	-2082.31	152.506	173.725
138	-206.866	0.167424	1973.21	-2058.19	163.119	177.992
144	-216.228	0.139069	1982.43	-2057.36	157.61	176.981
150	-225.554	0.142556	1973.57	-2046.77	169.597	179.065

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 24201.915253
