#c	v(nm/us)	dv
0	0.00030421	5.97026e-05
0.04	0.000242623	5.48317e-05
0.08	0.00017502	5.8002e-05
0.12	0.000112881	6.75572e-05
0.16	4.83625e-05	7.12034e-05
0.2	-1.06838e-05	7.91249e-05

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 29496.536819
