5.000000000000000278e-02	1.365927758959689870e-03
1.500000000000000222e-01	1.053540693009267538e-03
2.500000000000000000e-01	1.120918295469162419e-03
3.499999999999999778e-01	9.065350149149510898e-04
4.500000000000000111e-01	1.096417349120109696e-03
5.500000000000000444e-01	9.922883271366357300e-04
6.499999999999999112e-01	9.555369076130565366e-04
7.500000000000000000e-01	8.330321758677929197e-04
8.500000000000000888e-01	1.016789273485688453e-03
9.499999999999999556e-01	8.452826490423192814e-04
1.050000000000000044e+00	9.004097783276879090e-04
1.149999999999999911e+00	7.534041002333714604e-04
1.250000000000000000e+00	1.041290219834741177e-03
1.350000000000000089e+00	9.494116710257933557e-04
1.449999999999999956e+00	9.555369076130565366e-04
1.550000000000000044e+00	1.108667822294636058e-03
1.649999999999999911e+00	1.316925866261584423e-03
1.750000000000000000e+00	1.500682963879479848e-03
1.850000000000000089e+00	1.604811985862954031e-03
1.949999999999999956e+00	2.033578546971376907e-03
2.049999999999999822e+00	2.143832805542113945e-03
2.150000000000000355e+00	2.480720817841589217e-03
2.250000000000000000e+00	2.713479808157589872e-03
2.349999999999999645e+00	2.762481700855695752e-03
2.450000000000000178e+00	3.295377283947592377e-03
2.549999999999999822e+00	3.509760564501804032e-03
2.650000000000000355e+00	3.485259618152751308e-03
2.750000000000000000e+00	3.436257725454645862e-03
2.849999999999999645e+00	4.348917976956859915e-03
2.950000000000000178e+00	4.410170342829491941e-03
3.049999999999999822e+00	4.930815452746862421e-03
3.150000000000000355e+00	5.616841950520338675e-03
3.250000000000000000e+00	6.413122706864552401e-03
3.349999999999999645e+00	7.129775387574344668e-03
3.450000000000000178e+00	7.975058036616664708e-03
3.549999999999999822e+00	9.028598729625931379e-03
3.650000000000000355e+00	9.218481063831090311e-03
3.750000000000000000e+00	1.043127790810919990e-02
3.849999999999999645e+00	1.192583563540141819e-02
3.950000000000000178e+00	1.256898547706405099e-02
4.049999999999999822e+00	1.380015803110395088e-02
4.150000000000000355e+00	1.477407064847879696e-02
4.250000000000000000e+00	1.615224888061301406e-02
4.349999999999999645e+00	1.769580850060333693e-02
4.450000000000000178e+00	1.896985771075407681e-02
4.549999999999999822e+00	2.024390692090482016e-02
4.650000000000000355e+00	2.256537158747756733e-02
4.750000000000000000e+00	2.392517410984999413e-02
4.849999999999999645e+00	2.586687410801242343e-02
4.950000000000000178e+00	2.774119650371495438e-02
5.049999999999999822e+00	3.061393246314138977e-02
5.150000000000000355e+00	3.285576905407971288e-02
5.250000000000000000e+00	3.455245958875161755e-02
5.349999999999999645e+00	3.786008734587373303e-02
5.450000000000000178e+00	3.921376463165889698e-02
5.549999999999999822e+00	4.116158986640858913e-02
5.650000000000000355e+00	4.199462204227638606e-02
5.750000000000000000e+00	4.154747977140617332e-02
5.849999999999999645e+00	4.043268671252427116e-02
5.950000000000000178e+00	3.968540784887816114e-02
6.049999999999999822e+00	3.782946116293741529e-02
6.150000000000000355e+00	3.510985611819256863e-02
6.250000000000000000e+00	3.152659271464360036e-02
6.349999999999999645e+00	2.902749618704022344e-02
6.450000000000000178e+00	2.502159145897010425e-02
6.549999999999999822e+00	2.172008893843524815e-02
6.650000000000000355e+00	1.862684446186733955e-02
6.750000000000000000e+00	1.598074225616964369e-02
6.849999999999999645e+00	1.267923973563478933e-02
6.950000000000000178e+00	1.082941828628130806e-02
7.049999999999999822e+00	8.722336900262772988e-03
7.150000000000000355e+00	6.627505987418763622e-03
7.250000000000000000e+00	5.720970972503813291e-03
7.349999999999999645e+00	4.716432172192651200e-03
7.450000000000000178e+00	3.522011037676330177e-03
7.549999999999999822e+00	3.068743530218854577e-03
7.650000000000000355e+00	2.474595581254325927e-03
7.750000000000000000e+00	1.917199051813376362e-03
7.849999999999999645e+00	1.647688641973796188e-03
7.950000000000000178e+00	1.402679178483268955e-03
