#c	v(nm/us)	dv
0	0.00096274	0.000246763
0.008	0.000700992	0.000241157
0.016	0.000401639	0.000239508
0.024	4.02365e-05	0.000233776
0.032	-0.000218861	0.000210958
0.04	-0.00047592	0.000226841

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 41334.032683
