#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-100	143.638	0.717427	1653.33	-1701.98	134.802	152.544
-96	137.425	0.598357	1654.43	-1693.72	132.658	146.987
-92	130.702	0.786395	1675	-1714.16	131.037	138.811
-88	124.035	0.7694	1666.61	-1696.65	142.081	149.199
-84	117.246	0.875471	1661.9	-1693.55	152.126	172.985
-80	110.565	0.957492	1667.01	-1687.96	132.013	141.79
-76	103.486	1.10577	1687.62	-1712.68	158.111	156.101
-72	96.8928	1.1424	1683.29	-1717.44	143.783	148.795
-68	89.6672	1.31781	1671.09	-1696.62	140.49	156
-64	82.398	1.41201	1685.75	-1723.73	148.841	126.509
-60	75.1459	1.37054	1675.65	-1713.95	136.996	134.182
-56	67.4642	1.57512	1721.72	-1734.52	152.916	155.338
-52	60.0477	1.66499	1781.86	-1774.69	155.411	144.905
-48	51.9456	1.76017	1813.17	-1747.14	157.412	156.29
-44	44.2053	1.818	1847.91	-1770.1	154.335	148.555
-40	36.4416	1.70986	1900.61	-1783.31	159.391	157.116
-36	28.9706	1.7578	1985.38	-1813.47	164.791	159.318
-32	22.1795	1.95307	2017.79	-1825.07	182.675	174.996
-28	15.7048	1.45453	2172.51	-1907.91	158.085	145.456
-24	10.4653	0.970891	2225.39	-1923.97	178.543	154.519
-20	6.31016	0.864244	2323.66	-1991.8	174.863	156.274
-16	3.41446	0.459424	2439.6	-2085.31	182.767	161.925
-12	1.5446	0.265583	2504.11	-2150.26	175.818	162.331
-8	0.512308	0.108575	2547.81	-2209.62	194.069	165.215
-4	0.102864	0.0183906	2608.33	-2277.29	197.626	168.726
0	1.06519e-05	0.000495718	2603.09	-2286.22	200.1	183.978
4	-0.102289	0.0189649	2563.96	-2244.13	174.219	168.947
8	-0.485539	0.0839022	2588.52	-2253.52	195.567	183.804
12	-1.50441	0.311199	2477.79	-2128.86	184.421	165.661
16	-3.35662	0.437832	2422.63	-2073.72	176.185	162.462
20	-6.21966	0.939902	2357.02	-2026.2	178.169	150.599
24	-10.3164	1.09893	2277.8	-1979.55	161.46	152.53
28	-15.7245	1.46884	2133.96	-1880.14	171.728	159.963
32	-22.0231	1.72433	2055.5	-1848.95	184.927	157.63
36	-29.0625	1.52821	1979.32	-1823.84	164.347	157.415
40	-36.4474	1.92134	1877.14	-1764.9	175.411	138.158
44	-44.3383	1.85646	1840.66	-1756.65	161.501	173.653
48	-52.2899	1.89526	1771.54	-1734.77	152.442	165.786
52	-59.757	1.70729	1747.25	-1735.96	146.025	148.552
56	-67.3133	1.51444	1719.88	-1726.11	154.562	127.437
60	-75.1343	1.56491	1705.11	-1721.65	137.997	148.468
64	-82.401	1.33715	1722.18	-1723.01	146.23	139.588
68	-89.6123	1.239	1678.9	-1719.13	140.999	152.007
72	-96.7921	1.09461	1692.28	-1699.77	148.717	154.456
76	-103.539	0.903189	1691.99	-1718.44	159.323	148
80	-110.62	0.863286	1651.73	-1694.56	140.966	151.207
84	-117.316	0.823526	1645.9	-1698.08	134.528	151.211
88	-124.174	0.823601	1661.9	-1717.5	156.554	146.627
92	-130.753	0.719125	1674.66	-1718.85	149.636	159.876
96	-137.384	0.671846	1667.94	-1684.42	168.608	160.746
100	-143.842	0.647813	1669.29	-1716.27	127.702	139.2

#a = 0.500000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 26041.042043
