#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	220.906	0.38856	1746.6	-1750.41	134.466	139.975
-144	211.479	0.461783	1756.1	-1763.2	155.3	166.212
-138	202.04	0.528001	1749.48	-1739.53	161.982	170.445
-132	192.513	0.555742	1738.25	-1746.47	159.376	148.451
-126	183.074	0.621673	1755.92	-1753.43	153.249	158.802
-120	173.539	0.649637	1746.3	-1724.5	156.143	153.744
-114	163.861	0.677442	1734.1	-1733.63	157.95	153.105
-108	154.147	0.780099	1742.5	-1717.06	140.902	139.54
-102	144.215	0.73164	1747.79	-1765.01	154.534	156.567
-96	134.552	0.884949	1732.28	-1747.71	148.159	142.909
-90	124.234	1.00064	1760.03	-1738.31	161.092	167.999
-84	114.021	1.12809	1731.37	-1740.06	144.049	150.348
-78	103.32	1.18905	1768.34	-1745.79	136.182	130.356
-72	92.4057	1.17749	1760.89	-1761.69	158.073	148.783
-66	81.145	1.55578	1806.34	-1764.67	148.659	170.804
-60	69.1671	1.70935	1818.2	-1732.32	146.849	149.462
-54	56.6385	1.83763	1907.62	-1767.04	164.086	154.21
-48	43.9342	2.28495	1955.48	-1740.32	155.337	145.602
-42	32.6148	2.37568	2071.17	-1756.49	150.656	158.908
-36	21.7807	1.81041	2176.4	-1751.98	181.262	159.703
-30	12.4592	1.54396	2352.79	-1806.76	179.253	153.718
-24	6.51831	1.30145	2523.49	-1838.5	165.07	135.008
-18	3.40302	0.696442	2661.91	-1907.62	189.372	157.402
-12	0.854458	0.178311	2729.47	-2030.97	193.951	172.763
-6	0.0300019	0.00641685	2725.78	-2194.04	179.96	159.429
0	8.04778e-06	5.11939e-05	2671.94	-2278.14	181.638	165.695
6	-0.0308051	0.00672571	2647.12	-2335.32	177.672	157.182
12	-0.84323	0.179441	2517.44	-2221.07	194.017	180.471
18	-3.99376	0.610753	2409.24	-2106.91	186.226	177.107
24	-10.805	1.18221	2223.91	-1955.7	170.37	148.504
30	-20.8341	1.30175	2041.54	-1869.55	163.748	156.554
36	-32.4515	1.71943	1889.6	-1807.98	164.471	147.281
42	-44.4805	1.44106	1828.42	-1777.29	166.414	152.982
48	-55.9186	1.32795	1767.33	-1736.72	160.424	144.864
54	-67.056	1.08705	1779.65	-1770.59	146.234	137.84
60	-77.614	1.09207	1759.45	-1755.33	138.318	143.172
66	-87.8263	1.02956	1766.5	-1775.07	142.411	144.385
72	-97.7773	0.812449	1764.77	-1763.58	144.121	152.09
78	-107.736	0.685337	1760.16	-1771.6	157.491	160.751
84	-117.559	0.747446	1744.42	-1753.03	145.484	155.521
90	-127.364	0.647239	1724.04	-1739.82	147.286	140.694
96	-137.01	0.668851	1738.38	-1754.22	158.802	173.098
102	-146.635	0.575884	1725.81	-1738.97	146.418	145.021
108	-156.042	0.465686	1742.13	-1759.68	149.065	151.804
114	-165.543	0.559952	1756.78	-1759.67	156.064	152.837
120	-175.109	0.482012	1736.78	-1746.92	140.163	157.897
126	-184.421	0.50928	1733.1	-1748.68	133.782	147.611
132	-193.931	0.467479	1711.45	-1707.13	163.223	140.887
138	-203.2	0.449553	1736.32	-1750.88	145.413	160.268
144	-212.548	0.446714	1744.01	-1744.97	137.613	140.463
150	-221.809	0.391636	1745.39	-1754.23	156.536	156.709

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 345403.964707
