#c	v(nm/us)	dv
0	0.000246526	0.000326112
0.003	3.96096e-05	0.000327219
0.006	-0.000205544	0.000331765
0.009	-0.000415511	0.000338466
0.012	-0.000589333	0.000360809
0.015	-0.000862774	0.000341549

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 41585.957580
