
2.001000	4.852519	1
2.002000	4.873714	1
2.003000	4.906976	1
2.004000	4.946195	1
2.005000	4.962000	1
2.006000	5.005039	1
2.007000	4.992942	1
2.008000	5.075555	1
2.009000	5.109985	1
2.010000	5.111216	1
2.011000	5.096530	1
2.012000	5.139202	1
2.013000	5.171608	1
2.014000	5.171558	1
2.015000	5.192715	1
2.016000	5.219147	1
2.017000	5.190716	1
2.018000	5.220805	1
2.019000	5.264029	1
2.020000	5.261606	1
2.021000	5.272061	1
2.022000	5.298736	1
2.023000	5.321174	1
2.024000	5.297740	1
2.025000	5.302200	1
2.026000	5.310660	1
2.027000	5.367425	1
2.028000	5.358743	1
2.029000	5.354421	1
2.030000	5.363088	1
2.031000	5.382643	1
2.032000	5.383043	1
2.033000	5.363760	1
2.034000	5.392650	1
2.035000	5.428985	1
2.036000	5.408261	1
2.037000	5.403595	1
2.038000	5.423530	1
2.039000	5.431481	1
2.040000	5.453145	1
2.041000	5.486153	1
2.042000	5.458335	1
2.043000	5.484985	1
2.044000	5.472475	1
2.045000	5.483728	1
2.046000	5.479587	1
2.047000	5.506515	1
2.048000	5.528496	1
2.049000	5.499317	1
2.050000	5.492673	1
2.051000	5.509861	1
2.052000	5.499984	1
2.053000	5.494367	1
2.054000	5.490430	1
2.055000	5.480933	1
2.056000	5.486533	1
2.057000	5.488547	1
2.058000	5.505149	1
2.059000	5.512838	1
2.060000	5.527689	1
2.061000	5.546221	1
2.062000	5.541743	1
2.063000	5.539747	1
2.064000	5.525638	1
2.065000	5.520242	1
2.066000	5.517877	1
2.067000	5.506495	1
2.068000	5.544512	1
2.069000	5.509947	1
2.070000	5.538746	1
2.071000	5.558390	1
2.072000	5.565593	1
2.073000	5.528083	1
2.074000	5.564983	1
2.075000	5.525049	1
2.076000	5.528272	1
2.077000	5.545739	1
2.078000	5.563591	1
2.079000	5.518683	1
2.080000	5.562581	1
2.081000	5.497994	1
2.082000	5.543961	1
2.083000	5.537815	1
2.084000	5.540897	1
2.085000	5.552572	1
2.086000	5.545934	1
2.087000	5.534445	1
2.088000	5.529851	1
2.089000	5.512064	1
2.090000	5.521968	1
2.091000	5.552078	1
2.092000	5.595762	1
2.093000	5.582257	1
2.094000	5.557860	1
2.095000	5.523358	1
2.096000	5.580095	1
2.097000	5.571294	1
2.098000	5.604016	1
2.099000	5.624333	1
2.100000	5.640953	1
2.101000	5.595030	1
2.102000	5.593526	1
2.103000	5.593995	1
2.104000	5.582049	1
2.105000	5.584928	1
2.106000	5.566596	1
2.107000	5.607942	1
2.108000	5.586397	1
2.109000	5.591402	1
2.110000	5.612638	1
2.111000	5.597043	1
2.112000	5.604157	1
2.113000	5.565102	1
2.114000	5.583946	1
2.115000	5.603985	1
2.116000	5.560264	1
2.117000	5.621631	1
2.118000	5.615077	1
2.119000	5.575583	1
2.120000	5.581144	1
2.121000	5.571394	1
2.122000	5.582957	1
2.123000	5.586074	1
2.124000	5.628864	1
2.125000	5.604086	1
2.126000	5.591228	1
2.127000	5.620238	1
2.128000	5.605119	1
2.129000	5.589053	1
2.130000	5.618318	1
2.131000	5.635604	1
2.132000	5.581584	1
2.133000	5.579970	1
2.134000	5.605515	1
2.135000	5.581376	1
2.136000	5.576430	1
