#c	v(nm/us)	dv
0	0.000111795	3.05061e-05
0.07	8.19197e-05	3.02282e-05
0.14	6.166e-05	2.6499e-05
0.21	3.71268e-05	3.16547e-05
0.28	9.30903e-06	3.77524e-05
0.35	-2.44281e-05	4.61324e-05

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 29291.700618
