#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	225.695	0.0999693	2181.04	-2263.08	204.724	192.8
-144	216.397	0.0979956	2209.18	-2294.69	178.748	176.328
-138	207.132	0.12553	2214.27	-2314.24	186.806	217.647
-132	197.841	0.126319	2148.77	-2268.04	188.672	207.509
-126	188.494	0.153346	2229.24	-2309.78	207.109	213.448
-120	179.162	0.135604	2238.84	-2337.97	178.725	194.863
-114	169.806	0.179693	2170.49	-2268.72	192.994	189.37
-108	160.446	0.209703	2183.34	-2258.74	192.653	191.964
-102	151.033	0.194672	2157.23	-2268.05	197.061	192.972
-96	141.534	0.241341	2219.06	-2314.82	181.749	194.577
-90	132.083	0.297915	2187.35	-2259.68	184.578	188.628
-84	122.449	0.325633	2228.68	-2287.33	188.858	203.676
-78	112.796	0.367672	2194.23	-2273.42	194.811	196.29
-72	103.003	0.420572	2217.79	-2285.43	216.19	211.931
-66	93.0305	0.501783	2282.69	-2322.41	201.184	211.611
-60	82.8541	0.581004	2278.86	-2320.5	206.92	210.851
-54	72.6523	0.618808	2333.03	-2333.59	197.813	213.358
-48	62.1377	0.79195	2352.7	-2289.34	213.388	197.028
-42	51.3067	0.850227	2519.48	-2329.42	212.924	208.629
-36	40.4519	1.00817	2670.6	-2342.86	222.372	198.803
-30	29.8178	0.860343	2929.45	-2370.89	209.61	180.474
-24	20.2372	0.71816	3173.55	-2407.53	213.181	183.204
-18	11.7568	0.52282	3393.02	-2510.16	289.296	234.18
-12	4.69996	0.240347	3491.41	-2668.66	254.24	216.981
-6	0.822667	0.0437088	3601.61	-2964.43	273.99	243.805
0	0.000861144	0.000922417	3514.04	-3069.41	274.472	241.993
6	-0.826046	0.0444022	3358.93	-2977.8	254.428	238.578
12	-4.77947	0.247078	3199.58	-2768.57	279.978	224.338
18	-12.8055	0.45686	2895.13	-2577.89	256.287	227.83
24	-23.1492	0.476243	2561.37	-2376.13	199.687	186.314
30	-33.9125	0.547366	2432.65	-2352.64	208.394	221.808
36	-44.7454	0.477042	2356.66	-2351.43	187.715	194.011
42	-55.2365	0.450301	2287.22	-2311.69	193.194	193.468
48	-65.4031	0.354841	2260.03	-2327.7	182.067	186.243
54	-75.3036	0.306193	2267.93	-2301.25	183.132	186.681
60	-85.13	0.296131	2252.84	-2314.38	187.868	185.828
66	-94.8515	0.244911	2203.52	-2275.11	188.266	193.345
72	-104.406	0.257659	2238.48	-2293.53	197.041	195.237
78	-113.906	0.229904	2205.07	-2284.22	187.22	202.861
84	-123.333	0.212305	2237.29	-2305.88	183.99	192.621
90	-132.768	0.17307	2203.57	-2302.98	193.12	193.746
96	-142.194	0.170026	2190.94	-2278.1	182.733	199.407
102	-151.559	0.124884	2213.08	-2278.59	189.446	209.223
108	-160.884	0.143412	2167.64	-2236.53	174.305	182.859
114	-170.226	0.135604	2207.95	-2309.12	207.676	223.346
120	-179.534	0.119872	2223.01	-2314.14	182.635	183.727
126	-188.885	0.103867	2181.01	-2275.49	213.699	218.791
132	-198.186	0.0948603	2179.74	-2263.47	189.095	192.299
138	-207.458	0.0702547	2236.01	-2325.03	195.501	182.293
144	-216.75	0.0723877	2192.8	-2253.23	178.373	186.619
150	-226.016	0.061926	2186.39	-2283.58	184.89	176.475

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 24236.461354
