#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	221.036	0.43513	1759.43	-1739.54	162.594	153.122
-144	211.686	0.453945	1781.77	-1763.08	140.91	129.975
-138	202.231	0.468021	1731.4	-1731.88	153.676	140.808
-132	192.738	0.577659	1764.31	-1759.18	153.817	138.99
-126	183.265	0.605812	1754.69	-1752.6	149.764	152.661
-120	173.789	0.612528	1734.47	-1726.45	141.94	141.43
-114	164.213	0.644731	1782.49	-1762.64	168.7	160.89
-108	154.559	0.646673	1763.49	-1764.87	149.896	143.516
-102	144.869	0.742345	1748.94	-1741.83	166.45	153.812
-96	135.185	0.829284	1759.14	-1755.07	133.367	121.682
-90	125.289	0.760891	1766.4	-1749.41	164.404	164.913
-84	115.133	0.894727	1792.55	-1753.64	129.534	130.663
-78	104.938	1.07212	1792.16	-1756	149.109	169.16
-72	94.4917	1.14264	1813.7	-1766.55	153.079	147.647
-66	84.1741	1.37913	1818.51	-1741	161.577	154.933
-60	73.0116	1.44577	1857.89	-1780.62	157.679	159.579
-54	62.0549	1.68952	1890.24	-1752.74	150.982	152.369
-48	50.3379	1.94784	1966.88	-1782.3	175.504	163.028
-42	40.0904	1.74947	1998.64	-1745.96	168.753	138.704
-36	29.4523	1.77866	2130.16	-1791.48	175.859	149.716
-30	20.0138	1.3174	2250.16	-1826.58	165.166	145.384
-24	12.1596	1.25071	2380.14	-1882.84	199.592	157.135
-18	6.5817	0.748602	2472.29	-1936.64	183.867	165.063
-12	2.7166	0.398119	2596.2	-2062.6	172.921	144.725
-6	0.781671	0.124429	2582.28	-2139.09	193.66	180.041
0	0.000430549	0.00142602	2611.15	-2242.06	181.081	158.748
6	-0.806495	0.114298	2516.46	-2195.84	212.131	187.056
12	-3.08687	0.412512	2404.85	-2122.26	195.794	172.455
18	-7.96269	0.749553	2279.86	-2031.75	191.575	169.509
24	-15.3571	1.1969	2123.36	-1931.84	176.847	157.06
30	-25.2166	1.43768	2008.77	-1864.62	164.971	146.907
36	-35.5053	1.25936	1933.1	-1835.44	160.262	160.34
42	-46.6319	1.15453	1875.88	-1807.91	143.603	135.13
48	-57.4233	1.0631	1834.98	-1768.89	143.352	148.544
54	-67.8959	0.995061	1785.79	-1769.32	157.303	160.782
60	-78.0547	0.921478	1786.72	-1762.97	183.778	190.2
66	-88.3402	0.821799	1807.09	-1768.27	146.172	141.877
72	-98.32	0.864008	1763.85	-1748.68	152.701	143.376
78	-108.165	0.742296	1774.1	-1754.55	150.61	143.653
84	-117.98	0.62022	1772.96	-1750.7	155.847	149.341
90	-127.611	0.6258	1745.92	-1748.6	171.262	174.492
96	-137.127	0.626297	1741.7	-1744.12	137.624	125.839
102	-146.645	0.584713	1767.59	-1769.6	145.661	131.846
108	-156.274	0.579975	1753.79	-1764.3	149.579	142.976
114	-165.749	0.520661	1743.97	-1741.57	152.757	143.833
120	-175.112	0.464389	1764.63	-1768.49	154.927	154.556
126	-184.518	0.420503	1710.81	-1739.42	169.935	164.922
132	-193.919	0.467222	1748.89	-1745.83	159.162	144.202
138	-203.235	0.387663	1753.63	-1743.56	169.037	159.694
144	-212.51	0.40475	1724.93	-1740.64	149.555	166.184
150	-221.885	0.385703	1723.76	-1746.97	158.224	135.82

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 346989.697172
