#c	v(nm/us)	dv
0	0.000467414	0.000323137
0.003	0.000276999	0.000307915
0.006	2.14861e-05	0.000322958
0.009	-0.000207406	0.000307105
0.012	-0.000359418	0.000301891
0.015	-0.000566827	0.000336188

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 41988.460586
