#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	220.939	0.42652	1728	-1722.04	145.413	152.953
-144	211.403	0.487868	1752.31	-1752.31	151.674	151.101
-138	202.142	0.502839	1756.64	-1753.49	146.963	150.321
-132	192.48	0.547058	1755.63	-1742.58	157.779	170.714
-126	183.103	0.640296	1767.77	-1764.87	137.463	138.31
-120	173.379	0.688774	1760.41	-1741.4	153.152	151.814
-114	163.853	0.718144	1753.4	-1741.34	143.339	137.454
-108	154.1	0.701466	1728.43	-1737.39	162.48	139.606
-102	144.23	0.88606	1744.04	-1743.92	131.466	155.821
-96	134.366	0.929732	1766.36	-1753.33	167.295	157.681
-90	124.038	1.05649	1713.8	-1748.17	135.635	148.879
-84	113.652	1.17935	1740.37	-1742.61	156.121	146.569
-78	103.036	1.40168	1725.04	-1743.52	143.227	147.373
-72	91.7507	1.47274	1745.15	-1751.57	155.122	150.009
-66	79.4502	1.68423	1780.05	-1753.22	144.019	160.183
-60	66.0215	2.4495	1819.07	-1754.97	187.486	170.122
-54	52.3149	3.06853	1892.62	-1739.92	150.551	138.798
-48	40.6445	2.67694	2006.37	-1731.06	175.02	135.52
-42	29.5928	2.33678	2094.34	-1727.99	141.776	126.395
-36	17.5739	2.10378	2236.87	-1768.97	167.895	148.605
-30	9.26363	1.55736	2404.6	-1788.76	193.659	154.628
-24	5.53613	1.18734	2617.93	-1860.62	196.426	165.74
-18	2.93538	0.635411	2686.45	-1856.59	182.038	158.525
-12	0.234746	0.0545081	2801.02	-2018.3	208	166.004
-6	3.13777e-05	1.46514e-05	2794.49	-2199.13	194.141	158.538
0	4.11519e-06	3.16419e-06	2762.46	-2340.48	173.497	154.335
6	-2.38957e-05	1.70272e-05	2658.09	-2342.12	181.151	166.424
12	-0.227607	0.0424006	2604.9	-2317.79	205.527	184.646
18	-3.01491	0.600188	2490.43	-2176.35	206.364	198.219
24	-9.51303	1.1079	2274.13	-1966.73	179.077	159.808
30	-19.7741	1.74732	1990.25	-1800.7	147.736	148.582
36	-31.6474	1.62875	1857.05	-1763.36	157.022	143.036
42	-43.9525	1.477	1777.48	-1742.48	152.764	154.776
48	-55.6477	1.4591	1755.08	-1749.25	138.355	158.694
54	-66.7044	1.23855	1758.86	-1739.95	146.981	148.75
60	-77.254	1.13573	1765.38	-1756.19	157.02	148.261
66	-87.8377	0.995186	1729.85	-1723.11	135.555	131.298
72	-97.7676	0.870863	1730.97	-1730.14	165.14	161.3
78	-107.791	0.744932	1740.72	-1741.73	147.304	130.934
84	-117.646	0.783835	1755.7	-1760.6	145.467	151.406
90	-127.258	0.639852	1724.83	-1719.97	138.612	136.704
96	-137.027	0.613326	1772.71	-1762.5	144.307	152.264
102	-146.56	0.593641	1769.53	-1776.63	136.711	142.919
108	-156.172	0.567536	1705.9	-1706.82	141.247	142.837
114	-165.582	0.567335	1752.32	-1748.15	138.54	130.209
120	-175.117	0.488298	1719.99	-1754.98	144.776	157.355
126	-184.443	0.456794	1750.63	-1724.34	147.701	155.274
132	-193.799	0.431305	1746.59	-1734.09	150.587	146.526
138	-203.146	0.428185	1725.33	-1730.74	149.189	140.196
144	-212.508	0.428914	1740.28	-1760.73	148.402	140.828
150	-221.786	0.382113	1755.95	-1746.76	151.889	148.446

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 344753.379700
