#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	9.36456e-05	0.000347832	2645.79	-2269.42	203.777	182.418
0.01	-0.000104026	0.000293646	2657.59	-2274.85	186.432	181.512
0.02	-0.000145925	0.000325891	2594.25	-2233.99	189.136	168.668
0.03	-0.000233873	0.000350049	2636.79	-2272.09	185.032	161.132
0.04	-0.000361439	0.000337821	2626.36	-2253.47	203.267	183.746
0.05	-0.000476015	0.000391925	2640.1	-2271.79	198.461	188.592
0.06	-0.000531199	0.000321349	2654.5	-2289.06	212.82	193.234
0.07	-0.0006692	0.000406488	2608.18	-2235.87	196.881	179.742
0.08	-0.0006738	0.000350689	2618.96	-2238.77	206.553	180.016
0.09	-0.000831427	0.000394645	2651.32	-2280.62	190.667	177.788
0.1	-0.000897	0.000390864	2644.91	-2270.94	200.285	187.851

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 58947.646129
