#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-50	53.2645	1.97313	1840.99	-1730.53	169.232	161.84
-49	51.51	2.09314	1849.51	-1753.47	176.912	164.864
-48	49.7851	1.6015	1862.04	-1726.2	167.971	157.274
-47	47.6453	1.74536	1864.94	-1722.95	155.928	158.092
-46	45.6978	2.03357	1867.74	-1723.16	175.092	167.199
-45	43.4677	1.93659	1892.22	-1723.91	161.414	158.178
-44	41.6992	2.27134	1924.18	-1741.61	156.093	136.068
-43	40.0088	1.76199	1892.74	-1716.08	166.361	155.093
-42	37.8795	1.78752	1940.71	-1734.05	168.413	164.894
-41	35.6364	2.023	1942.76	-1735.96	159.454	155.234
-40	34.3908	1.64643	1949.41	-1712.33	164.745	149.17
-39	32.4071	1.88763	1971.81	-1731.32	166.354	175.805
-38	30.5762	1.93239	2010.03	-1755.49	162.145	149.844
-37	28.8579	2.0121	2028.86	-1731.04	161.189	152.731
-36	27.0857	1.59531	2045.35	-1736.63	163.576	161.073
-35	25.3139	1.89641	2038.84	-1733.83	159.385	136.944
-34	23.7629	1.71405	2082.82	-1762.62	156.059	145.183
-33	22.1743	1.93145	2112.4	-1754.82	193.521	169.391
-32	20.3608	1.62551	2126.27	-1753.29	184.616	144.952
-31	18.3276	1.54836	2153.33	-1760.75	182.3	143.735
-30	17.5267	1.29603	2156.66	-1762.89	161.737	145.64
-29	15.8827	1.40608	2223.37	-1799.31	177.469	140.394
-28	14.2868	1.2573	2233.86	-1787.2	158.545	140.892
-27	13.3793	1.27556	2258.03	-1782.85	185.712	162.756
-26	12.0368	1.4191	2279.27	-1821.27	175.734	151.211
-25	10.8395	1.16173	2314.75	-1816.11	186.499	168.103
-24	9.98809	1.31561	2321.74	-1811.25	200.14	187.847
-23	8.72622	1.31682	2402.06	-1860.93	180.755	168.808
-22	7.9668	1.06763	2385.63	-1851.34	193.794	164.922
-21	7.08948	0.88197	2398.41	-1850.49	216.03	161.684
