#c	v(nm/us)	dv
0	0.000485256	8.05621e-05
0.024	0.00039007	6.9992e-05
0.048	0.000328988	8.01788e-05
0.072	0.000235472	8.17158e-05
0.096	0.000155021	8.94593e-05
0.12	4.24145e-05	0.000103127

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 40950.619512
