#c	v(nm/us)	dv
0	0.00102126	0.000639414
0.008	0.000809152	0.000681699
0.016	0.000563254	0.000675119
0.024	0.000337553	0.000695496
0.032	7.61565e-05	0.000712185
0.04	-0.00015632	0.000720995

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 1000     time = 1000000.000000
#CPU_time = 29716.932801
