#c	v(nm/us)	dv
0	0.000192378	4.12774e-05
0.028	0.00017487	3.91209e-05
0.056	0.000144067	3.71259e-05
0.084	0.000122108	3.76222e-05
0.112	0.000104589	4.13264e-05
0.14	7.97989e-05	4.67071e-05

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 40828.971310
