#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-100	143.749	0.615861	1642.3	-1724.74	154.918	168.964
-96	136.91	0.814331	1663.53	-1704.44	126.446	161.511
-92	130.176	0.724167	1670.11	-1728.67	160.583	150.513
-88	123.335	0.912478	1672.37	-1724.43	149.767	143.254
-84	116.536	0.783105	1653.41	-1711.67	151.088	153.906
-80	109.377	0.942132	1689.22	-1729.29	157.856	145.074
-76	102.299	1.12488	1691.85	-1741.48	161.439	156.071
-72	95.0988	1.1624	1726.58	-1725.87	138.691	145.21
-68	87.5885	1.1146	1752.83	-1762.31	156.781	144.992
-64	80.3746	1.50337	1727.93	-1725.05	166.226	149.257
-60	72.7635	1.41965	1745.95	-1715.26	169.355	171.073
-56	65.0544	1.5674	1792.36	-1718.28	170.813	163.088
-52	57.3656	1.56816	1836.02	-1758.71	162.907	151.063
-48	49.4477	1.4662	1873.9	-1744.28	155.534	147.45
-44	41.3844	1.67003	1907.01	-1733	122.974	120.311
-40	34.1198	1.58386	1986.56	-1752	153.603	143.679
-36	27.1517	1.75375	2056.73	-1752.24	185.25	162.877
-32	20.2702	1.49927	2153.25	-1768.48	173.54	150.165
-28	14.5758	1.38012	2227.81	-1785.4	157.896	138.113
-24	10.3236	1.21788	2349.32	-1827.77	182.992	159.038
-20	6.58011	0.859728	2443.96	-1860.3	187.521	151.235
-16	3.94375	0.642916	2503.22	-1925.19	162.938	147.699
-12	1.96681	0.338445	2569.63	-2009.57	212.281	181.355
-8	0.734765	0.123896	2568.66	-2092.16	206.781	189.63
-4	0.179637	0.0307522	2561.65	-2179.99	178.484	153.935
0	0.0114644	0.00110783	2551.02	-2238.13	187.114	161.522
4	-0.137178	0.0260611	2535.16	-2270.75	164.166	153.319
8	-0.642844	0.101364	2468.97	-2221.81	167.489	155.706
12	-1.96803	0.383392	2397.97	-2156.11	166.274	153.298
16	-4.46546	0.614819	2308.83	-2064.27	181.414	168.513
20	-8.65498	0.953137	2171.33	-1951.94	163.198	147.602
24	-14.0253	1.14871	2057.2	-1887.66	148.24	162.197
28	-21.0482	1.37439	1957.97	-1822.83	182.315	159.052
32	-28.1699	1.37877	1869.69	-1790.75	155.815	143.459
36	-35.8119	1.54603	1789.35	-1761.48	159.49	175.451
40	-43.5225	1.34834	1758.05	-1731.55	145.453	136.36
44	-50.7865	1.15153	1745.38	-1754.37	134.637	140.262
48	-58.4416	1.04089	1707.5	-1737.12	150.278	146.064
52	-65.5916	0.957434	1695.54	-1736.69	157.257	144.161
56	-72.388	0.950152	1694.99	-1733.44	115.016	136.081
60	-79.5779	0.862541	1653.62	-1719.48	130.5	126.686
64	-86.226	0.834878	1668.38	-1733.88	139.768	143.098
68	-93.2122	0.742889	1663.59	-1721.04	126.266	131.711
72	-99.9156	0.686292	1663.57	-1738.61	148.454	141.136
76	-106.754	0.670903	1644.87	-1694.43	146.576	148.826
80	-113.254	0.623663	1678.3	-1732.97	159.758	152.49
84	-119.873	0.67922	1642.49	-1701.2	144.36	145.577
88	-126.516	0.50115	1635.56	-1688.08	137.091	155.836
92	-133.117	0.479636	1636.72	-1711.12	139.397	148.273
96	-139.71	0.444776	1636.17	-1688.32	142.6	152.195
100	-146.021	0.424108	1641.73	-1732.6	151.888	153.938

#a = 0.200000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 26010.425935
