#c	v(nm/us)	dv
0	0.000883808	0.000262948
0.006	0.000610974	0.000258712
0.012	0.000334135	0.000292342
0.018	5.78555e-05	0.000262131
0.024	-0.000267238	0.000262307
0.03	-0.000508183	0.000246306

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 41370.957486
