#c	v(nm/us)	dv
0	0.000586743	0.00029084
0.004	0.000327241	0.000275861
0.008	0.00015077	0.000273636
0.012	-0.000157022	0.000313364
0.016	-0.00040847	0.000328995
0.02	-0.000618577	0.000288434

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 41392.868947
