#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	220.928	0.447987	1735.69	-1750.52	149.372	150.351
-144	211.617	0.441508	1746.7	-1750.02	158.047	154.487
-138	202.15	0.522261	1735.14	-1733.4	158.163	170.305
-132	192.647	0.553712	1747.01	-1751.71	128.672	139.743
-126	183.245	0.61559	1742.7	-1748.14	153.381	136.299
-120	173.608	0.604975	1784.97	-1765.45	159.625	151.824
-114	163.997	0.623146	1781.66	-1762.64	153.069	143.825
-108	154.271	0.677552	1762.67	-1747.59	176.732	163.81
-102	144.523	0.860014	1763.21	-1755.91	166.761	173.469
-96	134.68	0.846507	1766.81	-1771.13	142.337	144.683
-90	124.433	0.914838	1771.72	-1762.01	157.987	154.412
-84	114.528	1.08681	1788.22	-1767.14	166.436	165.003
-78	103.952	1.02068	1800.66	-1786.69	161.063	167.049
-72	93.1978	1.34789	1769.33	-1737.08	140.629	153.376
-66	82.4032	1.62233	1791.43	-1739.46	146.931	145.486
-60	70.5073	1.63718	1805.95	-1728.88	167.824	160.024
-54	58.6286	1.92761	1858.47	-1704.56	168.758	153.118
-48	47.0663	2.10417	1941.37	-1738.19	155.233	147.272
-42	35.6367	2.07374	2028.97	-1742.15	168.27	148.931
-36	24.9674	2.14566	2138.87	-1762.5	177.768	165.108
-30	15.3411	1.58905	2296.07	-1791.61	205.012	167.137
-24	8.50339	1.24244	2436.82	-1838.22	175.669	143.803
-18	4.08473	0.757515	2624.74	-1937.9	174.469	151.999
-12	1.38208	0.254388	2650.03	-2023.77	182.1	160.147
-6	0.173116	0.0388808	2640.82	-2146.06	195.425	159.247
0	-2.4513e-05	0.00034607	2663	-2279.08	170.643	146.817
6	-0.177916	0.0372988	2598.01	-2292.26	171.857	155.584
12	-1.50754	0.290316	2485.71	-2193	195.188	178.798
18	-5.36408	0.747645	2336.03	-2069.57	206.789	196.07
24	-12.56	1.21257	2153.93	-1937.44	166.981	153.278
30	-22.4123	1.66245	2032.16	-1863.55	183.783	165.941
36	-33.4903	1.61152	1907.03	-1818.25	138.769	134.986
42	-44.9462	1.52743	1850.07	-1806.23	139.315	146.525
48	-56.3293	1.36019	1823.69	-1805.49	161.478	157.617
54	-67.4455	0.998038	1767.48	-1734.39	154.534	158.051
60	-77.6784	1.02659	1779.23	-1766.18	165.498	173.11
66	-87.9867	0.884927	1775.85	-1767.98	150.542	147.969
72	-97.9449	0.863343	1759	-1753.05	151.489	157.559
78	-108.014	0.737702	1735.26	-1741.54	167.2	163.47
84	-117.845	0.766016	1719.27	-1731.93	152.504	162.888
90	-127.447	0.690139	1740.2	-1728.56	150.642	168.891
96	-137.089	0.551434	1732.79	-1738.27	126.762	135.545
102	-146.646	0.584234	1736.51	-1735.49	149.439	154.092
108	-156.122	0.53294	1760.37	-1748.8	127.345	135.255
114	-165.589	0.587536	1744.51	-1753.89	154.228	145.753
120	-174.994	0.496515	1769.38	-1775.68	152.988	150.241
126	-184.477	0.543494	1748.85	-1742.87	149.148	153.834
132	-193.85	0.451343	1757.35	-1728.77	139.822	156.988
138	-203.227	0.485	1738.43	-1729.56	156.191	157.695
144	-212.482	0.429472	1734.69	-1757.39	145.547	151.837
150	-221.839	0.386089	1726.6	-1736.71	157.422	157.721

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 345654.328683
