#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	0.00117034	0.000836335	7228.27	-5909.81	299.673	261.306
0.01	-0.00424379	0.000829264	7249.89	-5898.16	315.009	262.552
0.02	-0.00982735	0.000950831	7244.34	-5925.28	310.501	268.395
