5.000000000000000278e-02	1.184583988177617155e-02
1.500000000000000222e-01	1.157608313199314995e-02
2.500000000000000000e-01	1.148811897445520779e-02
3.499999999999999778e-01	1.194553259365250565e-02
4.500000000000000111e-01	1.196898970232929127e-02
5.500000000000000444e-01	1.254368886491051029e-02
6.499999999999999112e-01	1.368722291290375495e-02
7.500000000000000000e-01	1.409772231474748505e-02
8.500000000000000888e-01	1.378691562478008906e-02
9.499999999999999556e-01	1.298937392976941621e-02
1.050000000000000044e+00	1.278412422884755290e-02
1.149999999999999911e+00	1.246745326171096180e-02
1.250000000000000000e+00	1.240881049001900036e-02
1.350000000000000089e+00	1.336468766859796875e-02
1.449999999999999956e+00	1.317116652201449564e-02
1.550000000000000044e+00	1.405080809739391555e-02
1.649999999999999911e+00	1.464310009148272335e-02
1.750000000000000000e+00	1.339400905444394947e-02
1.850000000000000089e+00	1.370481574441134373e-02
1.949999999999999956e+00	1.291900260373906283e-02
2.049999999999999822e+00	1.332950200558279119e-02
2.150000000000000355e+00	1.415050080927024966e-02
2.250000000000000000e+00	1.315943796767610370e-02
2.349999999999999645e+00	1.388660833665642316e-02
2.450000000000000178e+00	1.344092327179751897e-02
2.549999999999999822e+00	1.285449555487790628e-02
2.650000000000000355e+00	1.220942506626633214e-02
2.750000000000000000e+00	1.206868241420562538e-02
2.849999999999999645e+00	1.293073115807745477e-02
2.950000000000000178e+00	1.297764537543102427e-02
3.049999999999999822e+00	1.337641622293636069e-02
3.150000000000000355e+00	1.333536628275198803e-02
3.250000000000000000e+00	1.344678754896671408e-02
3.349999999999999645e+00	1.307147381013816154e-02
3.450000000000000178e+00	1.218596795758954826e-02
3.549999999999999822e+00	1.234430344115784207e-02
3.650000000000000355e+00	1.268443151697121879e-02
3.750000000000000000e+00	1.313011658183012298e-02
3.849999999999999645e+00	1.301283103844620183e-02
3.950000000000000178e+00	1.321808073936806514e-02
4.049999999999999822e+00	1.288968121789308210e-02
4.150000000000000355e+00	1.297178109826182743e-02
4.250000000000000000e+00	1.288968121789308210e-02
4.349999999999999645e+00	1.280171706035513994e-02
4.450000000000000178e+00	1.261992446811006051e-02
4.549999999999999822e+00	1.206281813703642854e-02
4.650000000000000355e+00	1.201003964251366393e-02
4.750000000000000000e+00	1.206281813703642854e-02
4.849999999999999645e+00	1.171682578405385672e-02
4.950000000000000178e+00	1.211559663155919488e-02
5.049999999999999822e+00	1.210386807722080120e-02
5.150000000000000355e+00	1.243813187586498108e-02
5.250000000000000000e+00	1.243226759869578424e-02
5.349999999999999645e+00	1.240881049001900036e-02
5.450000000000000178e+00	1.248504609321855058e-02
5.549999999999999822e+00	1.193380403931411371e-02
5.650000000000000355e+00	1.165231873519270017e-02
5.750000000000000000e+00	1.164059018085430823e-02
5.849999999999999645e+00	1.096619830639675337e-02
5.950000000000000178e+00	1.183411132743777960e-02
6.049999999999999822e+00	1.198071825666768321e-02
6.150000000000000355e+00	1.193380403931411371e-02
6.250000000000000000e+00	1.193966831648331055e-02
6.349999999999999645e+00	1.182824705026858450e-02
6.450000000000000178e+00	1.174028289273064234e-02
6.549999999999999822e+00	1.159367596350073873e-02
6.650000000000000355e+00	1.164059018085430823e-02
6.750000000000000000e+00	1.178133283291501500e-02
6.849999999999999645e+00	1.188102554479134911e-02
6.950000000000000178e+00	1.225047500645070481e-02
7.049999999999999822e+00	1.193966831648331055e-02
7.150000000000000355e+00	1.157021885482395485e-02
7.250000000000000000e+00	1.157021885482395485e-02
7.349999999999999645e+00	1.156435457765475801e-02
7.450000000000000178e+00	1.188102554479134911e-02
7.549999999999999822e+00	1.168750439820787773e-02
7.650000000000000355e+00	1.209213952288240926e-02
7.750000000000000000e+00	1.195139687082170249e-02
7.849999999999999645e+00	1.181065421876099572e-02
7.950000000000000178e+00	1.167577584386948406e-02
