#c	v(nm/us)	dv
0	0.00105461	0.000206342
0.01	0.000734357	0.000201996
0.02	0.00045666	0.00023736
0.03	0.000179264	0.000215564
0.04	-0.000103211	0.000207238
0.05	-0.000334927	0.000249892

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 41300.259805
