#c	v(nm/us)	dv
0	0.000672641	0.000100937
0.024	0.000530035	0.000103504
0.048	0.000344074	9.63884e-05
0.072	0.000184428	0.000113129
0.096	1.61527e-05	0.000127638
0.12	-0.000123167	0.000123798

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 29673.417232
