#c	v(nm/us)	dv
0	0.000969538	0.00017278
0.012	0.000750212	0.000168108
0.024	0.000499908	0.000165554
0.036	0.000293273	0.000157884
0.048	8.70977e-05	0.000162775
0.06	-0.000155835	0.000171825

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 41220.711406
