#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	4.06254e-06	3.20102e-06	2733.21	-2316.16	214.954	185.135
0.01	4.62714e-06	2.61719e-06	2708.57	-2290.84	203.937	168.294
0.02	4.28859e-06	2.97443e-06	2714.3	-2304.48	194.983	168.801
0.03	3.86965e-06	3.4133e-06	2756.89	-2321.09	189.715	165.831
0.04	4.26591e-06	3.01692e-06	2742.87	-2339.64	179.479	159.948
0.05	4.59841e-06	2.61931e-06	2737.72	-2324.73	177.304	154.356
0.06	4.54829e-06	2.68263e-06	2711.53	-2298.13	190.531	164.091
0.07	4.45781e-06	2.90924e-06	2728.99	-2319.93	205.913	178.478
0.08	4.1419e-06	3.06955e-06	2717.26	-2300.93	175.487	157.944
0.09	4.31663e-06	2.95592e-06	2727.49	-2319.94	206.366	169.094
0.1	3.95782e-06	3.30218e-06	2740.89	-2321.53	203.846	170.901

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 59037.839834
