#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
0	8.05569e-06	5.66567e-05	2635.17	-2251.48	186.465	162.621
0.01	1.55014e-06	4.83434e-05	2721.66	-2322.91	187.152	165.96
0.02	-9.32565e-06	5.044e-05	2678.32	-2294.94	174.663	156.89
0.03	3.91056e-06	5.57553e-05	2706.59	-2309.15	196.808	171.345
0.04	-1.37991e-05	5.30622e-05	2687.26	-2290.68	194.548	182.549
0.05	-1.76599e-05	5.01809e-05	2678.14	-2291.09	219.959	186.63
0.06	-1.75911e-05	5.4742e-05	2696.2	-2307.12	190.939	163.256
0.07	-1.71878e-05	4.88221e-05	2678.19	-2302.78	179.642	157.983
0.08	-2.64334e-05	4.83362e-05	2739.01	-2340.73	201.102	179.96
0.09	-2.46024e-05	4.84018e-05	2670.06	-2300.37	203.922	180.824
0.1	-2.11656e-05	4.8461e-05	2647.63	-2261.81	191.046	180.094

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 60305.768475
