#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-150	223.944	0.307433	1657.71	-1705.94	151.968	152.388
-144	214.48	0.324825	1649.9	-1699.4	146.305	141.286
-138	204.903	0.314736	1636.63	-1705.32	148.097	157.265
-132	195.361	0.392765	1652.85	-1704.76	160.562	146.914
-126	185.852	0.440373	1656.26	-1711.18	143.788	160.456
-120	176.182	0.530195	1649.96	-1718.55	166.807	154.444
-114	166.537	0.449061	1639.91	-1715.8	152.568	168.546
-108	156.822	0.615058	1643.04	-1707.33	132.647	148.974
-102	146.993	0.643345	1677.56	-1748.83	167.22	158.458
-96	137.128	0.731572	1643.82	-1707.1	148.399	146.801
-90	126.959	0.800902	1656.64	-1711.55	132.366	130.735
-84	116.922	0.933956	1642.93	-1687.91	157.366	156.387
-78	106.26	1.0187	1682.71	-1717.68	150.654	161.221
-72	95.4841	1.21595	1695.76	-1748.37	151.471	145.746
-66	84.7288	1.29851	1669.08	-1706.51	150.118	143.992
-60	72.9706	1.61824	1736.42	-1741.65	143.617	148.511
-54	61.0779	1.62236	1810.34	-1746.65	164.702	159.693
-48	49.5354	2.06881	1833.78	-1740.71	170.877	146.801
-42	37.9887	1.62401	1921.22	-1718.59	171.152	142.492
-36	26.9073	1.58644	2059.51	-1740.78	165.601	154.782
-30	17.1418	1.54426	2192.13	-1779.18	175.769	145.33
-24	9.78773	1.31227	2310.71	-1809.96	195.324	170.178
-18	4.76882	0.662206	2475.41	-1897.41	191.939	154.207
-12	1.72374	0.303266	2577.49	-2047.19	190.145	172.782
-6	0.285214	0.0546779	2598.02	-2178.84	189.963	179.642
0	0.00103599	0.00050647	2604.24	-2272.53	173.675	171.111
6	-0.284533	0.048788	2521.78	-2246.34	197.737	171.849
12	-1.82321	0.322625	2441.45	-2170.76	167.767	152.974
18	-5.87259	0.714004	2277.38	-2020.62	179.581	167.51
24	-13.2244	1.18326	2113.12	-1911.41	161.735	151.754
30	-23.2885	1.57975	1930.46	-1816.01	147.744	147.769
36	-34.8373	1.61277	1786.91	-1744.58	145.214	119.382
42	-46.0241	1.3641	1775.84	-1761.51	136.272	160.473
48	-57.447	1.28251	1710.23	-1738.9	145.293	152.182
54	-68.4917	1.1238	1701.63	-1720.94	140.137	142.035
60	-78.8684	0.951877	1687	-1713.66	141.391	148.993
66	-89.3346	0.884375	1673.64	-1707.91	142.01	146.621
72	-99.4609	0.806969	1663.59	-1718.14	155.084	163.449
78	-109.41	0.64295	1685.46	-1739.86	133.416	128.642
84	-119.244	0.634713	1673.97	-1716.97	145.233	138.474
90	-129.015	0.528677	1660.01	-1715.13	133.613	136.247
96	-138.774	0.432485	1656.88	-1697.31	148.267	140.579
102	-148.349	0.500322	1663.12	-1724.98	138.121	151.65
108	-157.988	0.468729	1636.81	-1698.5	148.047	156.379
114	-167.647	0.403597	1647.71	-1700.75	148.937	142.784
120	-177.213	0.308406	1650.26	-1725.9	155.375	151.305
126	-186.871	0.333837	1647.45	-1707.62	158.648	172.283
132	-196.232	0.313485	1658.46	-1726.21	151.16	145.581
138	-205.758	0.314221	1627.09	-1714.42	126.928	135.02
144	-215.231	0.248764	1660.91	-1721.34	136.091	143.398
150	-224.763	0.227142	1605.59	-1664.93	138.965	167.358

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 24011.208444
