#c	v(nm/us)	dv
0	0.000845061	0.000146284
0.016	0.00068897	0.00014002
0.032	0.000500504	0.00014734
0.048	0.000305569	0.000156468
0.064	0.000119419	0.000143629
0.08	-9.10706e-05	0.00014989

#a = 0.250000 V = 40.000000 #N_heads = 4	N = 100     time = 10000000.000000
#CPU_time = 42082.884694
